Taxable_Income,Density
80736.1487150877,7.58643833147744e-06
81206.4856332414,7.52985123124188e-06
81676.822551395,7.46996779651277e-06
82147.1594695487,7.4068272888512e-06
82617.4963877023,7.33995341240439e-06
83087.8333058559,7.27016634221234e-06
83558.1702240096,7.19771407719162e-06
84028.5071421632,7.12285739810876e-06
84498.8440603168,7.04588065933973e-06
84969.1809784705,6.96708487015667e-06
85439.5178966241,6.88676992168149e-06
85909.8548147777,6.80512300221675e-06
86380.1917329314,6.72272791864282e-06
86850.528651085,6.63985679617327e-06
87320.8655692386,6.55675750366301e-06
87791.2024873923,6.47365073911514e-06
88261.5394055459,6.39072774284492e-06
88731.8763236996,6.30816096570997e-06
89202.2132418532,6.22617575804517e-06
89672.5501600068,6.1447771212028e-06
90142.8870781605,6.0640056664459e-06
90613.2239963141,5.98387894942561e-06
91083.5609144677,5.90439491484589e-06
91553.8978326214,5.82553555792044e-06
92024.234750775,5.74729278004672e-06
92494.5716689286,5.6696841796951e-06
92964.9085870823,5.59257678933851e-06
93435.2455052359,5.51594226389392e-06
93905.5824233896,5.43976359880383e-06
94375.9193415432,5.36403797377165e-06
94846.2562596968,5.28877925605459e-06
95316.5931778505,5.21405255194558e-06
95786.9300960041,5.13999434717524e-06
96257.2670141577,5.06662673095986e-06
96727.6039323114,4.99406602866676e-06
97197.940850465,4.92244643876373e-06
97668.2777686186,4.85191756648597e-06
98138.6146867723,4.78264154528119e-06
98608.9516049259,4.71490735495353e-06
99079.2885230796,4.64905126024637e-06
99549.6254412332,4.585050204112e-06
100019.962359387,4.52305771658579e-06
100490.29927754,4.46320889910732e-06
100960.636195694,4.40561596059927e-06
101430.973113848,4.35036402096563e-06
101901.310032001,4.2977137703966e-06
102371.646950155,4.24773969530314e-06
102841.983868309,4.20010396232259e-06
103312.320786462,4.15471007280837e-06
103782.657704616,4.11142471832586e-06
104252.99462277,4.07008018818887e-06
104723.331540923,4.03047743875713e-06
105193.668459077,3.99250797880968e-06
105664.00537723,3.95582005399563e-06
106134.342295384,3.91999436252244e-06
106604.679213538,3.88476394962582e-06
107075.016131691,3.84986994658987e-06
107545.353049845,3.81506753142852e-06
108015.689967999,3.78013158981802e-06
108486.026886152,3.74479841754874e-06
108956.363804306,3.70887349247682e-06
109426.70072246,3.67229000877175e-06
109897.037640613,3.63498792860851e-06
110367.374558767,3.59694372915235e-06
110837.71147692,3.55816883205684e-06
111308.048395074,3.51870739548571e-06
111778.385313228,3.47857292323638e-06
112248.722231381,3.43794813096402e-06
112719.059149535,3.3970063637094e-06
113189.396067689,3.35588596424162e-06
113659.732985842,3.31472788442827e-06
114130.069903996,3.27367145303338e-06
114600.40682215,3.23285042886205e-06
115070.743740303,3.19246427618265e-06
115541.080658457,3.15261435868789e-06
116011.41757661,3.11335986259321e-06
116481.754494764,3.07476471561326e-06
116952.091412918,3.03687714281915e-06
117422.428331071,2.99973059869339e-06
117892.765249225,2.96334500925625e-06
118363.102167379,2.92785222152304e-06
118833.439085532,2.89315110673688e-06
119303.776003686,2.8591977327065e-06
119774.11292184,2.82597648830761e-06
120244.449839993,2.79347048909769e-06
120714.786758147,2.76166269212177e-06
121185.1236763,2.7305368004207e-06
121655.460594454,2.70019345595907e-06
122125.797512608,2.67051497051947e-06
122596.134430761,2.64147377887108e-06
123066.471348915,2.61305908735291e-06
123536.808267069,2.5852596439186e-06
124007.145185222,2.55806311322543e-06
124477.482103376,2.53145546743394e-06
124947.81902153,2.50552507823211e-06
125418.155939683,2.48014112526367e-06
125888.492857837,2.45527342886963e-06
126358.82977599,2.43089497000345e-06
126829.166694144,2.40697695372534e-06
127299.503612298,2.38348944141503e-06
127769.840530451,2.36040413221015e-06
128240.177448605,2.33775387773529e-06
128710.514366759,2.31543425332929e-06
129180.851284912,2.29342367455268e-06
129651.188203066,2.27170510099454e-06
130121.52512122,2.25026657777185e-06
130591.862039373,2.2291016761335e-06
131062.198957527,2.20821576806046e-06
131532.53587568,2.18766434468627e-06
132002.872793834,2.16741496289725e-06
132473.209711988,2.14749004616516e-06
132943.546630141,2.12791647658766e-06
133413.883548295,2.10872487533865e-06
133884.220466449,2.08994881378466e-06
134354.557384602,2.07164204274751e-06
134824.894302756,2.05391692893872e-06
135295.23122091,2.0367325893825e-06
135765.568139063,2.02012049265181e-06
136235.905057217,2.00410786464708e-06
136706.24197537,1.98871666394965e-06
137176.578893524,1.97396259976986e-06
137646.915811678,1.95988726094511e-06
138117.252729831,1.94654991738263e-06
138587.589647985,1.93383427474177e-06
139057.926566139,1.92171178066774e-06
139528.263484292,1.91014390735858e-06
139998.600402446,1.89908235059055e-06
140468.9373206,1.88846938091861e-06
140939.274238753,1.87825696647818e-06
141409.611156907,1.86836066761667e-06
141879.94807506,1.85864302976792e-06
142350.284993214,1.84901473410467e-06
142820.621911368,1.83938517118657e-06
143290.958829521,1.82966415899567e-06
143761.295747675,1.81976368890542e-06
144231.632665829,1.80956978925191e-06
144701.969583982,1.79896810316766e-06
145172.306502136,1.78793175842627e-06
145642.64342029,1.7764126613624e-06
146112.980338443,1.76437510722631e-06
146583.317256597,1.75179642579994e-06
147053.65417475,1.73866743425202e-06
147523.991092904,1.72494275646267e-06
147994.328011058,1.71065209048711e-06
148464.664929211,1.69589583939285e-06
148935.001847365,1.68072752173723e-06
149405.338765519,1.66520963702848e-06
149875.675683672,1.64941217460972e-06
150346.012601826,1.63341103850981e-06
150816.34951998,1.61728535437855e-06
151286.686438133,1.60114972364951e-06
151757.023356287,1.58509410593941e-06
152227.36027444,1.56919429820832e-06
152697.697192594,1.55352073706875e-06
153168.034110748,1.53813733754782e-06
153638.371028901,1.52310045956859e-06
154108.707947055,1.50851460233454e-06
154579.044865209,1.4944034163455e-06
155049.381783362,1.48075616033899e-06
155519.718701516,1.46758266023541e-06
155990.05561967,1.45488385427355e-06
156460.392537823,1.44265239967655e-06
156930.729455977,1.43087339703916e-06
157401.06637413,1.4195810755464e-06
157871.403292284,1.40870112067578e-06
158341.740210438,1.3981749272595e-06
158812.077128591,1.38796834279947e-06
159282.414046745,1.37804746072619e-06
159752.750964899,1.36837970918336e-06
160223.087883052,1.35893487792271e-06
160693.424801206,1.34971268799097e-06
161163.76171936,1.34066547123294e-06
161634.098637513,1.33177230344191e-06
162104.435555667,1.32302589512405e-06
162574.77247382,1.314423786524e-06
163045.109391974,1.30596791688102e-06
163515.446310128,1.29766406240746e-06
163985.783228281,1.28955197298583e-06
164456.120146435,1.2816221562842e-06
164926.457064589,1.27388051900072e-06
165396.793982742,1.26633581901004e-06
165867.130900896,1.25899402951313e-06
166337.46781905,1.25185752345133e-06
166807.804737203,1.24492434448097e-06
167278.141655357,1.23822027406159e-06
167748.47857351,1.231691199391e-06
168218.815491664,1.22531127656839e-06
168689.152409818,1.2190524504601e-06
169159.489327971,1.21288238845854e-06
169629.826246125,1.20676512734355e-06
170100.163164279,1.20066174395212e-06
170570.500082432,1.19451317824936e-06
171040.837000586,1.18827524586255e-06
171511.17391874,1.18190814961967e-06
171981.510836893,1.17537449601391e-06
172451.847755047,1.16864003378379e-06
172922.1846732,1.16167433165192e-06
173392.521591354,1.15444661857576e-06
173862.858509508,1.14688518161589e-06
174333.195427661,1.13902839737045e-06
174803.532345815,1.1308726627705e-06
175273.869263969,1.12242026423298e-06
175744.206182122,1.1136792301104e-06
176214.543100276,1.10466310880215e-06
176684.88001843,1.09538344265747e-06
177155.216936583,1.08584165875926e-06
177625.553854737,1.07611220775463e-06
178095.89077289,1.06622807787535e-06
178566.227691044,1.05622350750172e-06
179036.564609198,1.04613307967785e-06
179506.901527351,1.03599079931764e-06
179977.238445505,1.02582999195786e-06
180447.575363659,1.01568961304057e-06
180917.912281812,1.00559371644962e-06
181388.249199966,9.95557991658039e-07
181858.58611812,9.85592095325984e-07
182328.923036273,9.75699366149153e-07
182799.259954427,9.65876665039524e-07
183269.59687258,9.56116599884041e-07
183739.933790734,9.46397439967634e-07
184210.270708888,9.36684386586416e-07
184680.607627041,9.26947208069635e-07
185150.944545195,9.17153023912411e-07
185621.281463349,9.07267382482858e-07
186091.618381502,8.97255373482611e-07
186561.955299656,8.87067001622211e-07
187032.292217809,8.76651782497549e-07
187502.629135963,8.66006220244921e-07
187972.966054117,8.55112124993264e-07
188443.30297227,8.43957598783005e-07
188913.639890424,8.32537471647537e-07
189383.976808578,8.20853612414037e-07
189854.313726731,8.0889379604936e-07
190324.650644885,7.96681165597133e-07
190794.987563039,7.8427255239607e-07
191265.324481192,7.71702351067035e-07
191735.661399346,7.59009280380636e-07
192205.9983175,7.4623544806665e-07
192676.335235653,7.33425355880434e-07
193146.672153807,7.20632669666608e-07
193617.00907196,7.0791865687863e-07
194087.345990114,6.9532301094668e-07
194557.682908268,6.8288256151017e-07
195028.019826421,6.70628798111722e-07
195498.356744575,6.58586941054197e-07
195968.693662729,6.46775078656474e-07
196439.030580882,6.35232547867434e-07
196909.367499036,6.23943538526515e-07
197379.704417189,6.1287165814438e-07
197850.041335343,6.0198996764322e-07
198320.378253497,5.9126237630171e-07
198790.71517165,5.80644080904632e-07
199261.052089804,5.70082145207424e-07
199731.389007958,5.5950195206776e-07
200201.725926111,5.48812924015499e-07
200672.062844265,5.3794248877858e-07
201142.399762419,5.26816304156205e-07
201612.736680572,5.15360950268478e-07
202083.073598726,5.03505614910477e-07
202553.41051688,4.91183792779527e-07
203023.747435033,4.78243098128957e-07
203494.084353187,4.64680030984493e-07
203964.42127134,4.50490119142898e-07
204434.758189494,4.3565583828511e-07
204905.095107648,4.20173176300619e-07
205375.432025801,4.04052142801063e-07
205845.768943955,3.8731709415666e-07
206316.105862109,3.6992425244984e-07
206786.442780262,3.52029756341261e-07
207256.779698416,3.33730326902329e-07
207727.116616569,3.15114574761945e-07
208197.453534723,2.9628001837677e-07
208667.790452877,2.77331475718824e-07
209138.12737103,2.5837935258992e-07
209608.464289184,2.39589807028658e-07
210078.801207338,2.2108557185752e-07
210549.138125491,2.02974445637644e-07
211019.475043645,1.85361063962164e-07
211489.811961799,1.68342946471598e-07
211960.148879952,1.52009093843297e-07
212430.485798106,1.36438712680334e-07
212900.822716259,1.21881493596639e-07
213371.159634413,1.0823014678183e-07
213841.496552567,9.55135832343289e-08
214311.83347072,8.37502370064185e-08
214782.170388874,7.29465119682343e-08
215252.507307028,6.30973249087464e-08
215722.844225181,5.41984971512882e-08
216193.181143335,4.63732818839984e-08
216663.518061489,3.94016686469249e-08
217133.854979642,3.32364712731031e-08
217604.191897796,2.78261787563679e-08
218074.528815949,2.31160853222886e-08
218544.865734103,1.90493798601407e-08
219015.202652257,1.55826723477103e-08
219485.53957041,1.27169423876718e-08
219955.876488564,1.02954556812761e-08
220426.213406718,8.2661824224907e-09
220896.550324871,6.58018051676239e-09
221366.887243025,5.1918796121589e-09
221837.224161179,4.05929597530146e-09
222307.561079332,3.15177930657113e-09
222777.897997486,2.44637902207691e-09
223248.234915639,1.88159113559556e-09
223718.571833793,1.43361818050372e-09
224188.908751947,1.08175790864885e-09
224659.2456701,8.08175084317146e-10
225129.582588254,5.9766671457816e-10
-7600.23316761324,4.83769295596554e-08
-7159.68430981436,8.0512163867033e-08
-6719.13545201549,1.3228098329059e-07
-6278.58659421661,2.11644149850016e-07
-5838.03773641773,3.2817100314656e-07
-5397.48887861885,4.93474461665868e-07
-4956.94002081997,7.2011356931349e-07
-4516.3911630211,1.02052049266804e-06
-4075.84230522222,1.40554727018102e-06
-3635.29344742334,1.88274362322175e-06
-3194.74458962446,2.45455871201706e-06
-2754.19573182559,3.11672738343229e-06
-2313.64687402671,3.85714075846723e-06
-1873.09801622783,4.65549823917941e-06
-1432.54915842895,5.48334687954836e-06
-992.000300630075,6.30102424966708e-06
-551.451442831197,7.07203523821174e-06
-110.902585032319,7.76364516536813e-06
329.646272766558,8.3493284482572e-06
770.195130565437,8.81138606741295e-06
1210.74398836431,9.14242157544198e-06
1651.29284616319,9.34551368057707e-06
2091.84170396207,9.43312945261302e-06
2532.39056176095,9.42500885590859e-06
2972.93941955983,9.34539246146139e-06
3413.4882773587,9.22003953800314e-06
3854.03713515758,9.07361414685522e-06
4294.58599295646,8.92977629210088e-06
4735.13485075534,8.80407279576531e-06
5175.68370855421,8.70624547617085e-06
5616.23256635309,8.64171576852989e-06
6056.78142415197,8.6124657732455e-06
6497.33028195085,8.6180159151334e-06
6937.87913974972,8.65634393949643e-06
7378.4279975486,8.72464444813707e-06
7818.97685534748,8.81988134377369e-06
8259.52571314636,8.93913086033539e-06
8700.07457094524,9.0797458523633e-06
9140.62342874411,9.2401106566423e-06
9581.17228654299,9.41808297137626e-06
10021.7211443419,9.61079792282289e-06
10462.2700021407,9.81657585079295e-06
10902.8188599396,1.00338511248453e-05
11343.3677177385,1.02611787060787e-05
11783.9165755374,1.04972526435227e-05
12224.4654333363,1.07409245095805e-05
12665.0142911351,1.09912097669278e-05
13105.563148934,1.12472715600134e-05
13546.1120067329,1.15083741787033e-05
13986.6608645318,1.1773802252095e-05
14427.2097223306,1.20428192932842e-05
14867.7585801295,1.23142233298712e-05
15308.3074379284,1.2586148984704e-05
15748.8562957273,1.28563796083132e-05
16189.4051535262,1.31220565100084e-05
16629.954011325,1.33796946649644e-05
17070.5028691239,1.36252832136768e-05
17511.0517269228,1.3854467820718e-05
17951.6005847217,1.40627996315878e-05
18392.1494425205,1.42460249982539e-05
18832.6983003194,1.44003830131258e-05
19273.2471581183,1.45228754961089e-05
19713.7960159172,1.46107166691712e-05
20154.3448737161,1.46611302586452e-05
20594.8937315149,1.46773237848971e-05
21035.4425893138,1.46609008054079e-05
21475.9914471127,1.46143270975205e-05
21916.5403049116,1.4540763051219e-05
22357.0891627104,1.44438923760423e-05
22797.6380205093,1.43277582501158e-05
23238.1868783082,1.419661227724e-05
23678.7357361071,1.40547772832372e-05
24119.284593906,1.39065224673655e-05
24559.8334517048,1.37559487968746e-05
25000.3823095037,1.36069433193111e-05
25440.9311673026,1.34637214703546e-05
25881.4800251015,1.33289654590747e-05
26322.0288829004,1.32049600226233e-05
26762.5777406992,1.30934348029132e-05
27203.1265984981,1.29955674672941e-05
27643.675456297,1.29120090790563e-05
28084.2243140959,1.28429272158004e-05
28524.7731718947,1.27880611912765e-05
28965.3220296936,1.27467835748187e-05
29405.8708874925,1.27181629956569e-05
29846.4197452914,1.27010248180325e-05
30286.9686030902,1.26940134899013e-05
30727.5174608891,1.26962908126342e-05
31168.066318688,1.27052891209629e-05
31608.6151764869,1.27194552967584e-05
32049.1640342858,1.27373223823061e-05
32489.7128920846,1.27575769546496e-05
32930.2617498835,1.27791205094349e-05
33370.8106076824,1.28011167148157e-05
33811.3594654813,1.28230160507709e-05
34251.9083232801,1.28445503968276e-05
34692.457181079,1.28656925757362e-05
35133.0060388779,1.2886579587101e-05
35573.5548966768,1.2907403039205e-05
36014.1037544757,1.29282588646502e-05
36454.6526122745,1.29489230167537e-05
36895.2014700734,1.2968765645898e-05
37335.7503278723,1.29867042398907e-05
37776.2991856712,1.30012099225629e-05
38216.84804347,1.30103794144057e-05
38657.3969012689,1.30120667768055e-05
39097.9457590678,1.30040611144442e-05
39538.4946168667,1.29842899403482e-05
39979.0434746656,1.29510239787229e-05
40419.5923324644,1.29030582875091e-05
40860.1411902633,1.28398469537611e-05
41300.6900480622,1.27604933117553e-05
41741.2389058611,1.26670415670497e-05
42181.7877636599,1.25615283382033e-05
42622.3366214588,1.2446096625818e-05
43062.8854792577,1.23231218310623e-05
43503.4343370566,1.21950263978231e-05
43943.9831948555,1.20641097890127e-05
44384.5320526543,1.19324068925623e-05
44825.0809104532,1.18015835665546e-05
45265.6297682521,1.16728736872597e-05
45706.178626051,1.15470581272882e-05
46146.7274838499,1.14244828238709e-05
46587.2763416487,1.13052969986832e-05
47027.8251994476,1.11889542251989e-05
47468.3740572465,1.10747815442646e-05
47908.9229150454,1.0962155844188e-05
48349.4717728442,1.08504940362366e-05
48790.0206306431,1.07393218491462e-05
49230.569488442,1.06283147078385e-05
49671.1183462409,1.05173068007835e-05
50111.6672040397,1.04062685701224e-05
50552.2160618386,1.0295257464006e-05
50992.7649196375,1.0184351266524e-05
51433.3137774364,1.00735769699944e-05
51873.8626352353,9.96283578976978e-06
52314.4114930341,9.8518314153299e-06
52754.960350833,9.74015827579319e-06
53195.5092086319,9.62735226898522e-06
53636.0580664308,9.51297446373888e-06
54076.6069242296,9.39670246974573e-06
54517.1557820285,9.27841307450923e-06
54957.7046398274,9.15824368383073e-06
55398.2534976263,9.03662417216215e-06
55838.8023554252,8.91427536774627e-06
56279.351213224,8.79217480107515e-06
56719.9000710229,8.67149390149084e-06
57160.4489288218,8.55370626418772e-06
57600.9977866207,8.44030817715789e-06
58041.5466444195,8.33226351458065e-06
58482.0955022184,8.23043045067662e-06
58922.6443600173,8.13533687550723e-06
59363.1932178162,8.04712761496849e-06
59803.7420756151,7.96554508827045e-06
60244.2909334139,7.88994753975648e-06
60684.8397912128,7.81936475045e-06
61125.3886490117,7.75258632210328e-06
61565.9375068106,7.68827300632254e-06
62006.4863646095,7.62507794075093e-06
62447.0352224083,7.56171820575216e-06
62887.5840802072,7.49702664224166e-06
63328.1329380061,7.43036473715956e-06
63768.6817958049,7.36138875235757e-06
64209.2306536038,7.29004797783222e-06
64649.7795114027,7.21655758361325e-06
65090.3283692016,7.14136279319674e-06
65530.8772270005,7.0650983282436e-06
65971.4260847993,6.98854425662856e-06
66411.9749425982,6.91257722587631e-06
66852.5238003971,6.83811508648253e-06
67293.072658196,6.7660533850854e-06
67733.6215159948,6.69729123465262e-06
68174.1703737937,6.63269337055984e-06
68614.7192315926,6.57230438426983e-06
69055.2680893915,6.51609392446514e-06
69495.8169471904,6.46370777071953e-06
69936.3658049892,6.414489388657e-06
70376.9146627881,6.36753263467807e-06
70817.463520587,6.32176018195385e-06
71258.0123783859,6.27601920324928e-06
71698.5612361848,6.22918399571016e-06
72139.1100939836,6.18025465414592e-06
72579.6589517825,6.12844156105711e-06
73020.2078095814,6.07317550265609e-06
73460.7566673803,6.01401252991028e-06
73901.3055251791,5.9514325776812e-06
74341.854382978,5.88587227891363e-06
74782.4032407769,5.81794493695099e-06
75222.9520985758,5.74836198412357e-06
75663.5009563747,5.67785280583819e-06
76104.0498141735,5.60709164269521e-06
76544.5986719724,5.53663897614454e-06
76985.1475297713,5.46690269389542e-06
77425.6963875702,5.39812164230178e-06
77866.245245369,5.33037119527796e-06
78306.7941031679,5.2635904690998e-06
78747.3429609668,5.19765915960056e-06
79187.8918187657,5.13225468521513e-06
79628.4406765645,5.06714778378433e-06
80068.9895343634,5.00213833169024e-06
80509.5383921623,4.93707326554259e-06
80950.0872499612,4.87185548751341e-06
81390.63610776,4.80644512928565e-06
81831.1849655589,4.74085457874285e-06
82271.7338233578,4.67513850178241e-06
82712.2826811567,4.60937996486774e-06
83152.8315389556,4.54367385981513e-06
83593.3803967544,4.47810925502e-06
84033.9292545533,4.41277494826532e-06
84474.4781123522,4.34768055882699e-06
84915.0269701511,4.28281131206453e-06
85355.57582795,4.21813369616294e-06
85796.1246857488,4.15361503413245e-06
86236.6735435477,4.08924804915004e-06
86677.2224013466,4.02507384330381e-06
87117.7712591455,3.96119825451336e-06
87558.3201169443,3.8977975796027e-06
87998.8689747432,3.83511138935767e-06
88439.4178325421,3.7734223372598e-06
88879.966690341,3.71302514956437e-06
89320.5155481398,3.65433389719105e-06
89761.0644059387,3.59745369888836e-06
90201.6132637376,3.54242269215611e-06
90642.1621215365,3.4891913629518e-06
91082.7109793354,3.43760197646955e-06
91523.2598371342,3.38741056399341e-06
91963.8086949331,3.33832015917688e-06
92404.357552732,3.29001993274522e-06
92844.9064105309,3.24222402749893e-06
93285.4552683298,3.19470406541745e-06
93726.0041261286,3.1473105128852e-06
94166.5529839275,3.09998025466795e-06
94607.1018417264,3.05274380806193e-06
95047.6506995253,3.00569947670887e-06
95488.1995573241,2.95897812754286e-06
95928.748415123,2.91273439781982e-06
96369.2972729219,2.86713889429499e-06
