Taxable_Income,Density
96809.8461307208,2.82237877910334e-06
97250.3949885196,2.77865993092807e-06
97690.9438463185,2.73620536955232e-06
98131.4927041174,2.6952452286165e-06
98572.0415619163,2.65599555869795e-06
99012.5904197152,2.61862627978596e-06
99453.139277514,2.58322215160804e-06
99893.6881353129,2.54984404812586e-06
100334.236993112,2.51819523652313e-06
100774.785850911,2.4878026241183e-06
101215.33470871,2.45815401868068e-06
101655.883566508,2.42868363496213e-06
102096.432424307,2.39884489129565e-06
102536.981282106,2.36818457432941e-06
102977.530139905,2.33640643841799e-06
103418.078997704,2.30341405448885e-06
103858.627855503,2.2693259988976e-06
104299.176713302,2.23446073356319e-06
104739.725571101,2.19929314761292e-06
105180.274428899,2.16443444671841e-06
105620.823286698,2.13053967275228e-06
106061.372144497,2.09805354199648e-06
106501.921002296,2.06727860702343e-06
106942.469860095,2.03832993689786e-06
107383.018717894,2.01112946665516e-06
107823.567575693,1.98542441064352e-06
108264.116433492,1.96082627564598e-06
108704.66529129,1.93686502837966e-06
109145.214149089,1.91305150591749e-06
109585.763006888,1.8889403000395e-06
110026.311864687,1.86418519253435e-06
110466.860722486,1.83854592045084e-06
110907.409580285,1.81197959333049e-06
111347.958438084,1.784691053111e-06
111788.507295883,1.75693919778883e-06
112229.056153682,1.72903989152473e-06
112669.60501148,1.70131634527132e-06
113110.153869279,1.67405623597465e-06
113550.702727078,1.64748180156901e-06
113991.251584877,1.62173643614819e-06
114431.800442676,1.59688821546758e-06
114872.349300475,1.57294776146077e-06
115312.898158274,1.54989534043693e-06
115753.447016073,1.52773524968047e-06
116193.995873871,1.50651602778048e-06
116634.54473167,1.48623093199767e-06
117075.093589469,1.46696480078608e-06
117515.642447268,1.44881317941625e-06
117956.191305067,1.4318578358277e-06
118396.740162866,1.41614289039026e-06
118837.289020665,1.40165648635283e-06
119277.837878464,1.3883214309857e-06
119718.386736262,1.37599629081433e-06
120158.935594061,1.36448637077567e-06
120599.48445186,1.35356217683599e-06
121040.033309659,1.34298316551176e-06
121480.582167458,1.33249673128503e-06
121921.131025257,1.321882495814e-06
122361.679883056,1.3109864764367e-06
122802.228740855,1.29969316903057e-06
123242.777598653,1.28792150884385e-06
123683.326456452,1.27561952775352e-06
124123.875314251,1.26275980250965e-06
124564.42417205,1.24933710824306e-06
125004.973029849,1.23536884357313e-06
125445.521887648,1.22089793270338e-06
125886.070745447,1.20599717134636e-06
126326.619603246,1.19077239284182e-06
126767.168461044,1.17537541526024e-06
127207.717318843,1.1600250061546e-06
127648.266176642,1.14493384250737e-06
128088.815034441,1.13032469662777e-06
128529.36389224,1.11641385987542e-06
128969.912750039,1.1033929923706e-06
129410.461607838,1.09141118858907e-06
129851.010465637,1.08055908098988e-06
130291.559323435,1.07085666372163e-06
130732.108181234,1.06224623099184e-06
131172.657039033,1.05459142118582e-06
131613.205896832,1.04768287543552e-06
132053.754754631,1.04125944380898e-06
132494.30361243,1.03493032872735e-06
132934.852470229,1.02837025786362e-06
133375.401328028,1.02127752804022e-06
133815.950185827,1.01339734930665e-06
134256.499043625,1.004542835963e-06
134697.047901424,9.94609665987478e-07
135137.596759223,9.83582627265575e-07
135578.145617022,9.71533111494877e-07
136018.694474821,9.586076900198e-07
136459.24333262,9.45009096154121e-07
136899.792190419,9.30972095476968e-07
137340.341048218,9.16742838127425e-07
137780.889906016,9.02575784338892e-07
138221.438763815,8.88645962975712e-07
138661.987621614,8.75082994976507e-07
139102.536479413,8.61977448206259e-07
139543.085337212,8.49389337618052e-07
139983.634195011,8.37358453912554e-07
140424.18305281,8.25913844006009e-07
140864.731910609,8.15080426618198e-07
141305.280768407,8.04881671397106e-07
141745.829626206,7.95338306298351e-07
142186.378484005,7.86463945859385e-07
142626.927341804,7.7830660020743e-07
143067.476199603,7.70807234681761e-07
143508.025057402,7.63899268020348e-07
143948.573915201,7.57509402521004e-07
144389.122773,7.51543363440474e-07
144829.671630798,7.45890172953795e-07
145270.220488597,7.40427863876236e-07
145710.769346396,7.35030358158264e-07
146151.318204195,7.29575308126351e-07
146591.867061994,7.23952696035648e-07
147032.415919793,7.18073891397006e-07
147472.964777592,7.11880679477937e-07
147913.513635391,7.05335040796874e-07
148354.062493189,6.98486710144306e-07
148794.611350988,6.91438486152795e-07
149235.160208787,6.84325160004668e-07
149675.709066586,6.77316325638205e-07
150116.257924385,6.7060298200373e-07
150556.806782184,6.64380783688476e-07
150997.355639983,6.58831450236965e-07
151437.904497782,6.54104167540069e-07
151878.453355581,6.50298942444831e-07
152319.002213379,6.4745378362767e-07
152759.551071178,6.45537273973835e-07
153200.099928977,6.44480332714322e-07
153640.648786776,6.44074569241856e-07
154081.197644575,6.44053104878154e-07
154521.746502374,6.44163377525367e-07
154962.295360173,6.4414966097866e-07
155402.844217972,6.43772293355862e-07
155843.39307577,6.42824010744732e-07
156283.941933569,6.41142118374969e-07
156724.490791368,6.38615851894381e-07
157165.039649167,6.35188926564248e-07
157605.588506966,6.30857856606802e-07
158046.137364765,6.25667067675001e-07
158486.686222564,6.19675515374212e-07
158927.235080363,6.13015904032383e-07
159367.783938161,6.05882551805323e-07
159808.33279596,5.98439536124371e-07
160248.881653759,5.90855832176536e-07
160689.430511558,5.83295528858442e-07
161129.979369357,5.75907098794125e-07
161570.528227156,5.68812580879631e-07
162011.077084955,5.6209808746423e-07
162451.625942754,5.55807335377871e-07
162892.174800552,5.4993981496773e-07
163332.723658351,5.44454700746938e-07
163773.27251615,5.39287335885369e-07
164213.821373949,5.34346785435306e-07
164654.370231748,5.29532950577087e-07
165094.919089547,5.24788773297939e-07
165535.467947346,5.20085720095173e-07
165976.016805145,5.1542303835501e-07
166416.565662943,5.10820713831354e-07
166857.114520742,5.06308038397707e-07
167297.663378541,5.01910352596703e-07
167738.21223634,4.97636652056459e-07
168178.761094139,4.93470384569562e-07
168619.309951938,4.89365016577509e-07
169059.858809737,4.85242323315762e-07
169500.407667536,4.80981497356664e-07
169940.956525335,4.76471859108156e-07
170381.505383133,4.7160640294353e-07
170822.054240932,4.66294453468446e-07
171262.603098731,4.6047123856983e-07
171703.15195653,4.54105090838154e-07
172143.700814329,4.47201923552846e-07
172584.249672128,4.39806853671132e-07
173024.798529927,4.32003040629859e-07
173465.347387726,4.23907974183584e-07
173905.896245524,4.15667571627952e-07
174346.445103323,4.07450747973519e-07
174786.993961122,3.99474929256393e-07
175227.542818921,3.91915250679588e-07
175668.09167672,3.84935117703707e-07
176108.640534519,3.78674436893802e-07
176549.189392318,3.73241124980768e-07
176989.738250117,3.68704665781607e-07
177430.287107915,3.65092580025362e-07
177870.835965714,3.62390504327862e-07
178311.384823513,3.60546211689592e-07
178751.933681312,3.59477381752833e-07
179192.482539111,3.59082308889118e-07
179633.03139691,3.59252113420359e-07
180073.580254709,3.59917478134421e-07
180514.129112508,3.6093851500637e-07
180954.677970306,3.62247847135239e-07
181395.226828105,3.63791391684257e-07
181835.775685904,3.65520055054542e-07
182276.324543703,3.67380068633208e-07
182716.873401502,3.69303982904969e-07
183157.422259301,3.71204405708519e-07
183597.9711171,3.72972018912475e-07
184038.519974899,3.74478619351645e-07
184479.068832697,3.75585030711364e-07
184919.617690496,3.76152861794855e-07
185360.166548295,3.75991262974755e-07
185800.715406094,3.75055616711256e-07
186241.264263893,3.73315751621173e-07
186681.813121692,3.70780973332274e-07
187122.361979491,3.67506028869138e-07
187562.91083729,3.63584925499225e-07
188003.459695088,3.59141218516951e-07
188444.008552887,3.54316196685023e-07
188884.557410686,3.49256532175912e-07
189325.106268485,3.44102875936744e-07
189765.655126284,3.38980585055116e-07
190206.203984083,3.33993303611499e-07
190646.752841882,3.29240356376426e-07
191087.301699681,3.24763362518892e-07
191527.85055748,3.20577052949581e-07
191968.399415278,3.16679214991531e-07
192408.948273077,3.13048458581809e-07
192849.497130876,3.09647257507351e-07
193290.045988675,3.06425785029741e-07
193730.594846474,3.03326669290675e-07
194171.143704273,3.00290490855205e-07
194611.692562072,2.97261503031553e-07
195052.241419871,2.94192784003262e-07
195492.790277669,2.91049933323224e-07
195933.339135468,2.87805899628383e-07
196373.887993267,2.84457776700284e-07
196814.436851066,2.81013901459524e-07
197254.985708865,2.77484979979957e-07
197695.534566664,2.73885442682604e-07
198136.083424463,2.70233374943786e-07
198576.632282262,2.6655168225268e-07
199017.18114006,2.62869513105824e-07
199457.729997859,2.59222718505125e-07
199898.278855658,2.55652231220625e-07
200338.827713457,2.52199682437465e-07
200779.376571256,2.48900266533675e-07
201219.925429055,2.45782561256961e-07
201660.474286854,2.42830949787152e-07
202101.023144653,2.3998723590995e-07
202541.572002451,2.37165409906001e-07
202982.12086025,2.34247899705108e-07
203422.669718049,2.31092815519351e-07
203863.218575848,2.27543413526581e-07
204303.767433647,2.23438341924126e-07
204744.316291446,2.18621463756221e-07
205184.865149245,2.12950502590473e-07
205625.414007044,2.06304307361809e-07
206065.962864842,1.98589047895042e-07
206506.511722641,1.89692335419136e-07
206947.06058044,1.79589106170501e-07
207387.609438239,1.6838398609045e-07
207828.158296038,1.56175302758196e-07
208268.707153837,1.43118638947019e-07
208709.256011636,1.29425248659488e-07
209149.804869435,1.15355099330184e-07
209590.353727233,1.01204269351089e-07
210030.902585032,8.72873571227663e-08
210471.451442831,7.39164451927465e-08
210912.00030063,6.13788665759356e-08
211352.549158429,4.99164168245449e-08
211793.098016228,3.97556528643824e-08
212233.646874027,3.1046194446183e-08
212674.195731826,2.37136882126408e-08
213114.744589625,1.77011006924608e-08
213555.293447423,1.29013592883135e-08
213995.842305222,9.17325905540701e-09
214436.391163021,6.35743545625899e-09
214876.94002082,4.29071566714079e-09
215317.488878619,2.81769065560442e-09
215758.037736418,1.79891541151611e-09
216198.586594217,1.11567100401929e-09
216639.135452016,6.71650375662301e-10
217079.684309814,3.94704380422085e-10
217520.233167613,2.29901157176182e-10
