Taxable_Income
64626
49057
14209
39137
21127
45583
28368
2702
63154
19257
11917
64325
84218
35752
45810
13419
5018
137251
93878
2571
14723
72526
190631
37457
35435
53496
20652
52775
46078
52
33759
22923
36649
34735
15421
67910
76714
32191
31483
23935
79039
0
37798
14347
23341
49311
16215
28729
9926
54171
32891
43670
47326
49875
19795
30534
56025
11710
33764
126701
33178
11941
50731
81147
52274
5282
23945
43237
0
16245
40217
59322
60292
32172
24608
54576
48274
81672
31567
0
75112
43925
4157
22697
50630
135599
94003
25928
120828
126908
28637
61298
61162
37815
4052
21835
33187
43313
5660
46466
104104
100467
28424
9254
46285
667
149860
39726
6167
104468
34971
80531
95117
3560
47429
73495
26118
37849
103073
5814
0
18425
59828
46727
45343
12208
75975
24701
19644
100282
152811
20105
21253
82895
40936
56889
90628
40958
0
0
919
46945
32624
70527
41083
19275
100008
45174
33055
28060
30817
22068
28938
77198
70569
155553
51791
55151
10208
27971
52806
13455
52535
990
133664
17495
39000
14850
76757
18249
12280
22612
40715
51160
18095
12601
50484
74164
16723
46338
78525
433576
47365
20750
51518
232078
65827
94811
51469
31981
40535
19900
172697
55871
0
40957
239781
23401
1006
10204
81969
0
27661
35892
25865
30107
23759
7447
25156
93417
149187
11406
13299
35871
70265
7921
22823
30581
24923
72475
177030
0
58553
136997
8097
96013
28351
11382
13003
76576
35553
98751
32554
0
49968
100137
61927
15584
36922
1281
101175
35787
5657
15926
62824
86531
123097
68396
164673
10964
40229
10236
72515
70430
5636
69998
13787
39011
17495
29867
111640
30154
18261
42378
91281
19722
22379
35779
1670
96092
17233
983
439
37759
0
122040
20590
38430
60905
48103
43320
22290
66476
14091
60184
30262
33566
24647
182105
64039
38874
40802
69148
2238
249
37908
33109
21358
32970
3973
30259
25587
43316
301828
40876
17749
30129
81858
0
46059
32842
31708
48038
27906
17028
14157
159512
16813
25075
20930
71720
32707
3718
43477
22297
38419
9670
80
107317
31388
38049
134752
19857
114
48765
41190
26991
44664
124177
51217
15990
54586
149093
31836
54953
170053
31195
24730
44289
45135
26761
31658
38043
3011
35693
80237
36194
136757
52178
76684
46077
21280
62556
8734
173
97480
105694
63584
72471
75309
10291
17778
84366
37093
33883
40818
42576
24854
39691
19121
45667
59963
19295
27642
40453
63599
5793
34070
110552
57740
50730
6087
5757
47312
121814
115601
21651
65665
36738
42377
18933
35299
0
31008
39089
31758
57575
7376
28637
10627
104816
18606
53768
72560
16101
47299
67390
94777
73621
38710
274318
49162
51958
45491
23572
98073
75354
31240
44042
88972
32518
33841
30327
28941
43515
27153
37621
22474
25034
47863
32292
87463
34036
43204
36377
84794
16670
38191
55315
42252
104754
125237
115675
38585
84460
34517
67809
5927
3897
31791
79600
16462
36572
26267
243458
55867
16902
22186
32226
60548
27777
105994
0
148462
97740
41505
65947
4167
113550
7530
64107
14079
8408
14165
171242
71492
44669
45399
24303
5491
89787
8205
16842
49763
18192
28885
54477
42171
511
22125
40665
57122
240425
12544
10981
154793
25293
86526
34331
184310
16760
27075
35891
429
31322
29813
26643
35003
31607
84674
16444
62677
45168
38202
42991
27812
31549
40734
66880
53882
63379
28713
127207
67211
45278
65587
41632
57902
116351
20666
34808
170103
59284
38195
81390
50221
13386
24247
5169
41826
0
104826
30631
18009
8797
11748
38126
37646
54663
66146
26848
44342
46271
26979
76692
74378
107156
15543
42885
45622
31478
73263
46259
7373
15206
35609
78019
28141
83162
25770
58880
37284
52577
8949
45071
120567
34343
10402
52903
23426
72655
40563
14499
25902
19149
45004
30757
5663
57600
95500
37140
80519
133531
34506
16861
18641
130497
8169
1449
25117
4362
47539
92777
38904
18497
33956
75884
18431
83623
37992
16432
37269
86002
58187
0
27294
131975
73519
13091
7935
37417
75624
24535
42084
53004
15702
992
48294
73443
42339
64250
15635
51827
90963
48472
44342
63156
93460
22670
15435
79996
74617
47660
69628
35112
55043
85652
171900
13934
1934
35439
47329
83847
65828
26351
22023
40073
47153
38919
24395
51565
61856
104686
56557
124168
45965
56352
25895
9094
80569
18970
29146
48411
59830
24052
69871
54987
16162
8328
20864
19374
42414
346
273
44005
516
0
68384
26244
97098
46154
700516
44548
6521
46692
68655
23065
43593
24274
122826
249
48302
49114
128889
31605
85209
11074
41703
72226
