"","Var1","Freq"
"1010","[ 2018000, 2020000)",1
"1011"," 2020000",0
"1012"," 2022000",0
"1013"," 2024000",0
"1014","[ 2026000, 2028000)",1
"1015"," 2028000",0
"1016"," 2030000",0
"1017"," 2032000",0
"1018"," 2034000",0
"1019"," 2036000",0
"1020"," 2038000",0
"1021"," 2040000",0
"1022"," 2042000",0
"1023"," 2044000",0
"1024"," 2046000",0
"1025","[ 2048000, 2050000)",1
"1026"," 2050000",0
"1027"," 2052000",0
"1028"," 2054000",0
"1029"," 2056000",0
"1030"," 2058000",0
"1031"," 2060000",0
"1032"," 2062000",0
"1033","[ 2064000, 2066000)",1
"1034","[ 2066000, 2068000)",1
"1035"," 2068000",0
"1036"," 2070000",0
"1037","[ 2072000, 2074000)",1
"1038"," 2074000",0
"1039"," 2076000",0
"1040"," 2078000",0
"1041"," 2080000",0
"1042","[ 2082000, 2084000)",1
"1043"," 2084000",0
"1044"," 2086000",0
"1045"," 2088000",0
"1046"," 2090000",0
"1047"," 2092000",0
"1048"," 2094000",0
"1049","[ 2096000, 2098000)",1
"1050"," 2098000",0
"1051"," 2100000",0
"1052"," 2102000",0
"1053","[ 2104000, 2106000)",1
"1054"," 2106000",0
"1055","[ 2108000, 2110000)",1
"1056"," 2110000",0
"1057"," 2112000",0
"1058"," 2114000",0
"1059"," 2116000",0
"1060"," 2118000",0
"1061"," 2120000",0
"1062","[ 2122000, 2124000)",1
"1063"," 2124000",0
"1064"," 2126000",0
"1065"," 2128000",0
"1066"," 2130000",0
"1067"," 2132000",0
"1068"," 2134000",0
"1069"," 2136000",0
"1070","[ 2138000, 2140000)",2
"1071"," 2140000",0
"1072","[ 2142000, 2144000)",1
"1073"," 2144000",0
"1074"," 2146000",0
"1075"," 2148000",0
"1076"," 2150000",0
"1077"," 2152000",0
"1078"," 2154000",0
"1079"," 2156000",0
"1080"," 2158000",0
"1081","[ 2160000, 2162000)",1
"1082"," 2162000",0
"1083"," 2164000",0
"1084"," 2166000",0
"1085"," 2168000",0
"1086"," 2170000",0
"1087","[ 2172000, 2174000)",1
"1088"," 2174000",0
"1089"," 2176000",0
"1090"," 2178000",0
"1091"," 2180000",0
"1092","[ 2182000, 2184000)",1
"1093"," 2184000",0
"1094"," 2186000",0
"1095"," 2188000",0
"1096"," 2190000",0
"1097","[ 2192000, 2194000)",1
"1098"," 2194000",0
"1099"," 2196000",0
"1100","[ 2198000, 2200000)",1
"1101","[ 2200000, 2202000)",1
"1102"," 2202000",0
"1103"," 2204000",0
"1104"," 2206000",0
"1105"," 2208000",0
"1106"," 2210000",0
"1107"," 2212000",0
"1108"," 2214000",0
"1109"," 2216000",0
"1110"," 2218000",0
"1111"," 2220000",0
"1112"," 2222000",0
"1113"," 2224000",0
"1114"," 2226000",0
"1115"," 2228000",0
"1116"," 2230000",0
"1117"," 2232000",0
"1118"," 2234000",0
"1119"," 2236000",0
"1120"," 2238000",0
"1121"," 2240000",0
"1122"," 2242000",0
"1123"," 2244000",0
"1124"," 2246000",0
"1125"," 2248000",0
"1126"," 2250000",0
"1127"," 2252000",0
"1128"," 2254000",0
"1129","[ 2256000, 2258000)",1
"1130"," 2258000",0
"1131"," 2260000",0
"1132"," 2262000",0
"1133"," 2264000",0
"1134"," 2266000",0
"1135"," 2268000",0
"1136"," 2270000",0
"1137"," 2272000",0
"1138"," 2274000",0
"1139"," 2276000",0
"1140"," 2278000",0
"1141"," 2280000",0
"1142"," 2282000",0
"1143","[ 2284000, 2286000)",1
"1144"," 2286000",0
"1145"," 2288000",0
"1146"," 2290000",0
"1147"," 2292000",0
"1148","[ 2294000, 2296000)",1
"1149"," 2296000",0
"1150"," 2298000",0
"1151","[ 2300000, 2302000)",1
"1152"," 2302000",0
"1153"," 2304000",0
"1154"," 2306000",0
"1155"," 2308000",0
"1156","[ 2310000, 2312000)",1
"1157"," 2312000",0
"1158","[ 2314000, 2316000)",1
"1159"," 2316000",0
"1160","[ 2318000, 2320000)",1
"1161"," 2320000",0
"1162"," 2322000",0
"1163"," 2324000",0
"1164"," 2326000",0
"1165"," 2328000",0
"1166"," 2330000",0
"1167"," 2332000",0
"1168"," 2334000",0
"1169"," 2336000",0
"1170"," 2338000",0
"1171"," 2340000",0
"1172"," 2342000",0
"1173"," 2344000",0
"1174"," 2346000",0
"1175"," 2348000",0
"1176"," 2350000",0
"1177"," 2352000",0
"1178"," 2354000",0
"1179"," 2356000",0
"1180"," 2358000",0
"1181"," 2360000",0
"1182"," 2362000",0
"1183"," 2364000",0
"1184"," 2366000",0
"1185","[ 2368000, 2370000)",2
"1186"," 2370000",0
"1187"," 2372000",0
"1188"," 2374000",0
"1189"," 2376000",0
"1190"," 2378000",0
"1191"," 2380000",0
"1192"," 2382000",0
"1193","[ 2384000, 2386000)",1
"1194"," 2386000",0
"1195","[ 2388000, 2390000)",1
"1196"," 2390000",0
"1197"," 2392000",0
"1198"," 2394000",0
"1199"," 2396000",0
"1200"," 2398000",0
"1201"," 2400000",0
"1202"," 2402000",0
"1203"," 2404000",0
"1204"," 2406000",0
"1205","[ 2408000, 2410000)",1
"1206","[ 2410000, 2412000)",1
"1207"," 2412000",0
"1208","[ 2414000, 2416000)",1
"1209"," 2416000",0
"1210"," 2418000",0
"1211"," 2420000",0
"1212"," 2422000",0
"1213"," 2424000",0
"1214"," 2426000",0
"1215"," 2428000",0
"1216","[ 2430000, 2432000)",1
"1217"," 2432000",0
"1218"," 2434000",0
"1219"," 2436000",0
"1220"," 2438000",0
"1221"," 2440000",0
"1222"," 2442000",0
"1223"," 2444000",0
"1224"," 2446000",0
"1225"," 2448000",0
"1226"," 2450000",0
"1227"," 2452000",0
"1228"," 2454000",0
"1229"," 2456000",0
"1230"," 2458000",0
"1231"," 2460000",0
"1232"," 2462000",0
"1233"," 2464000",0
"1234"," 2466000",0
"1235"," 2468000",0
"1236"," 2470000",0
"1237","[ 2472000, 2474000)",1
"1238"," 2474000",0
"1239"," 2476000",0
"1240"," 2478000",0
"1241"," 2480000",0
"1242"," 2482000",0
"1243"," 2484000",0
"1244"," 2486000",0
"1245"," 2488000",0
"1246"," 2490000",0
"1247","[ 2492000, 2494000)",1
"1248"," 2494000",0
"1249"," 2496000",0
"1250"," 2498000",0
"1251"," 2500000",0
"1252"," 2502000",0
"1253"," 2504000",0
"1254"," 2506000",0
"1255"," 2508000",0
"1256"," 2510000",0
"1257"," 2512000",0
"1258"," 2514000",0
"1259"," 2516000",0
"1260"," 2518000",0
"1261"," 2520000",0
"1262"," 2522000",0
"1263"," 2524000",0
"1264"," 2526000",0
"1265","[ 2528000, 2530000)",1
"1266"," 2530000",0
"1267"," 2532000",0
"1268"," 2534000",0
"1269","[ 2536000, 2538000)",1
"1270"," 2538000",0
"1271"," 2540000",0
"1272"," 2542000",0
"1273"," 2544000",0
"1274","[ 2546000, 2548000)",1
"1275"," 2548000",0
"1276"," 2550000",0
"1277"," 2552000",0
"1278"," 2554000",0
"1279"," 2556000",0
"1280"," 2558000",0
"1281"," 2560000",0
"1282"," 2562000",0
"1283","[ 2564000, 2566000)",1
"1284"," 2566000",0
"1285"," 2568000",0
"1286"," 2570000",0
"1287"," 2572000",0
"1288"," 2574000",0
"1289"," 2576000",0
"1290"," 2578000",0
"1291"," 2580000",0
"1292"," 2582000",0
"1293"," 2584000",0
"1294"," 2586000",0
"1295"," 2588000",0
"1296"," 2590000",0
"1297"," 2592000",0
"1298"," 2594000",0
"1299"," 2596000",0
"1300"," 2598000",0
"1301"," 2600000",0
"1302"," 2602000",0
"1303","[ 2604000, 2606000)",1
"1304"," 2606000",0
"1305"," 2608000",0
"1306"," 2610000",0
"1307"," 2612000",0
"1308"," 2614000",0
"1309"," 2616000",0
"1310"," 2618000",0
"1311"," 2620000",0
"1312"," 2622000",0
"1313"," 2624000",0
"1314","[ 2626000, 2628000)",1
"1315"," 2628000",0
"1316"," 2630000",0
"1317"," 2632000",0
"1318"," 2634000",0
"1319"," 2636000",0
"1320"," 2638000",0
"1321"," 2640000",0
"1322"," 2642000",0
"1323"," 2644000",0
"1324"," 2646000",0
"1325","[ 2648000, 2650000)",1
"1326"," 2650000",0
"1327"," 2652000",0
"1328"," 2654000",0
"1329"," 2656000",0
"1330"," 2658000",0
"1331"," 2660000",0
"1332"," 2662000",0
"1333"," 2664000",0
"1334"," 2666000",0
"1335"," 2668000",0
"1336"," 2670000",0
"1337"," 2672000",0
"1338"," 2674000",0
"1339"," 2676000",0
"1340"," 2678000",0
"1341"," 2680000",0
"1342"," 2682000",0
"1343"," 2684000",0
"1344"," 2686000",0
"1345","[ 2688000, 2690000)",1
"1346","[ 2690000, 2692000)",1
"1347"," 2692000",0
"1348","[ 2694000, 2696000)",1
"1349"," 2696000",0
"1350"," 2698000",0
"1351"," 2700000",0
"1352"," 2702000",0
"1353"," 2704000",0
"1354"," 2706000",0
"1355"," 2708000",0
"1356"," 2710000",0
"1357"," 2712000",0
"1358"," 2714000",0
"1359"," 2716000",0
"1360","[ 2718000, 2720000)",1
"1361"," 2720000",0
"1362"," 2722000",0
"1363"," 2724000",0
"1364"," 2726000",0
"1365"," 2728000",0
"1366"," 2730000",0
"1367"," 2732000",0
"1368"," 2734000",0
"1369"," 2736000",0
"1370"," 2738000",0
"1371"," 2740000",0
"1372"," 2742000",0
"1373"," 2744000",0
"1374"," 2746000",0
"1375"," 2748000",0
"1376","[ 2750000, 2752000)",1
"1377"," 2752000",0
"1378"," 2754000",0
"1379"," 2756000",0
"1380"," 2758000",0
"1381"," 2760000",0
"1382"," 2762000",0
"1383"," 2764000",0
"1384"," 2766000",0
"1385"," 2768000",0
"1386"," 2770000",0
"1387"," 2772000",0
"1388"," 2774000",0
"1389"," 2776000",0
"1390"," 2778000",0
"1391"," 2780000",0
"1392"," 2782000",0
"1393"," 2784000",0
"1394"," 2786000",0
"1395"," 2788000",0
"1396"," 2790000",0
"1397"," 2792000",0
"1398"," 2794000",0
"1399"," 2796000",0
"1400"," 2798000",0
"1401"," 2800000",0
"1402","[ 2802000, 2804000)",1
"1403"," 2804000",0
"1404"," 2806000",0
"1405"," 2808000",0
"1406"," 2810000",0
"1407"," 2812000",0
"1408"," 2814000",0
"1409"," 2816000",0
"1410"," 2818000",0
"1411"," 2820000",0
"1412"," 2822000",0
"1413"," 2824000",0
"1414"," 2826000",0
"1415"," 2828000",0
"1416"," 2830000",0
"1417"," 2832000",0
"1418"," 2834000",0
"1419"," 2836000",0
"1420"," 2838000",0
"1421"," 2840000",0
"1422"," 2842000",0
"1423"," 2844000",0
"1424"," 2846000",0
"1425"," 2848000",0
"1426"," 2850000",0
"1427"," 2852000",0
"1428"," 2854000",0
"1429"," 2856000",0
"1430"," 2858000",0
"1431"," 2860000",0
"1432"," 2862000",0
"1433"," 2864000",0
"1434"," 2866000",0
"1435"," 2868000",0
"1436"," 2870000",0
"1437"," 2872000",0
"1438"," 2874000",0
"1439"," 2876000",0
"1440"," 2878000",0
"1441"," 2880000",0
"1442"," 2882000",0
"1443"," 2884000",0
"1444"," 2886000",0
"1445"," 2888000",0
"1446"," 2890000",0
"1447"," 2892000",0
"1448"," 2894000",0
"1449"," 2896000",0
"1450"," 2898000",0
"1451"," 2900000",0
"1452"," 2902000",0
"1453"," 2904000",0
"1454"," 2906000",0
"1455"," 2908000",0
"1456"," 2910000",0
"1457"," 2912000",0
"1458"," 2914000",0
"1459"," 2916000",0
"1460"," 2918000",0
"1461"," 2920000",0
"1462"," 2922000",0
"1463"," 2924000",0
"1464"," 2926000",0
"1465"," 2928000",0
"1466"," 2930000",0
"1467"," 2932000",0
"1468"," 2934000",0
"1469"," 2936000",0
"1470"," 2938000",0
"1471"," 2940000",0
"1472"," 2942000",0
"1473"," 2944000",0
"1474"," 2946000",0
"1475","[ 2948000, 2950000)",1
"1476"," 2950000",0
"1477"," 2952000",0
"1478","[ 2954000, 2956000)",1
"1479"," 2956000",0
"1480"," 2958000",0
"1481"," 2960000",0
"1482"," 2962000",0
"1483"," 2964000",0
"1484"," 2966000",0
"1485"," 2968000",0
"1486"," 2970000",0
"1487"," 2972000",0
"1488"," 2974000",0
"1489"," 2976000",0
"1490"," 2978000",0
"1491"," 2980000",0
"1492"," 2982000",0
"1493"," 2984000",0
"1494"," 2986000",0
"1495"," 2988000",0
"1496"," 2990000",0
"1497"," 2992000",0
"1498"," 2994000",0
"1499"," 2996000",0
"1500"," 2998000",0
"1501"," 3000000",0
"1502"," 3002000",0
"1503"," 3004000",0
"1504"," 3006000",0
"1505"," 3008000",0
"1506"," 3010000",0
"1507"," 3012000",0
"1508"," 3014000",0
"1509"," 3016000",0
"1510"," 3018000",0
"1511"," 3020000",0
"1512"," 3022000",0
"1513"," 3024000",0
"1514"," 3026000",0
"1515"," 3028000",0
"1516"," 3030000",0
"1517"," 3032000",0
"1518"," 3034000",0
"1519"," 3036000",0
"1520"," 3038000",0
"1521"," 3040000",0
"1522"," 3042000",0
"1523"," 3044000",0
"1524"," 3046000",0
"1525"," 3048000",0
"1526"," 3050000",0
"1527"," 3052000",0
"1528"," 3054000",0
"1529"," 3056000",0
"1530"," 3058000",0
"1531"," 3060000",0
"1532"," 3062000",0
"1533"," 3064000",0
"1534"," 3066000",0
"1535"," 3068000",0
"1536","[ 3070000, 3072000)",1
"1537"," 3072000",0
"1538"," 3074000",0
"1539"," 3076000",0
"1540"," 3078000",0
"1541"," 3080000",0
"1542"," 3082000",0
"1543"," 3084000",0
"1544"," 3086000",0
"1545"," 3088000",0
"1546"," 3090000",0
"1547"," 3092000",0
"1548"," 3094000",0
"1549"," 3096000",0
"1550"," 3098000",0
"1551"," 3100000",0
"1552"," 3102000",0
"1553"," 3104000",0
"1554","[ 3106000, 3108000)",1
"1555"," 3108000",0
"1556"," 3110000",0
"1557"," 3112000",0
"1558"," 3114000",0
"1559"," 3116000",0
"1560"," 3118000",0
"1561"," 3120000",0
"1562"," 3122000",0
"1563"," 3124000",0
"1564"," 3126000",0
"1565"," 3128000",0
"1566"," 3130000",0
"1567"," 3132000",0
"1568"," 3134000",0
"1569"," 3136000",0
"1570"," 3138000",0
"1571"," 3140000",0
"1572"," 3142000",0
"1573"," 3144000",0
"1574"," 3146000",0
"1575"," 3148000",0
"1576"," 3150000",0
"1577"," 3152000",0
"1578"," 3154000",0
"1579"," 3156000",0
"1580"," 3158000",0
"1581"," 3160000",0
"1582"," 3162000",0
"1583"," 3164000",0
"1584"," 3166000",0
"1585"," 3168000",0
"1586"," 3170000",0
"1587"," 3172000",0
"1588"," 3174000",0
"1589"," 3176000",0
"1590"," 3178000",0
"1591"," 3180000",0
"1592"," 3182000",0
"1593"," 3184000",0
"1594"," 3186000",0
"1595"," 3188000",0
"1596"," 3190000",0
"1597"," 3192000",0
"1598"," 3194000",0
"1599"," 3196000",0
"1600"," 3198000",0
"1601"," 3200000",0
"1602"," 3202000",0
"1603"," 3204000",0
"1604"," 3206000",0
"1605"," 3208000",0
"1606"," 3210000",0
"1607"," 3212000",0
"1608"," 3214000",0
"1609"," 3216000",0
"1610"," 3218000",0
"1611"," 3220000",0
"1612"," 3222000",0
"1613"," 3224000",0
"1614"," 3226000",0
"1615"," 3228000",0
"1616"," 3230000",0
"1617"," 3232000",0
"1618"," 3234000",0
"1619"," 3236000",0
"1620"," 3238000",0
"1621"," 3240000",0
"1622"," 3242000",0
"1623"," 3244000",0
"1624"," 3246000",0
"1625"," 3248000",0
"1626"," 3250000",0
"1627"," 3252000",0
"1628"," 3254000",0
"1629"," 3256000",0
"1630"," 3258000",0
"1631"," 3260000",0
"1632"," 3262000",0
"1633"," 3264000",0
"1634"," 3266000",0
"1635"," 3268000",0
"1636"," 3270000",0
"1637"," 3272000",0
"1638"," 3274000",0
"1639"," 3276000",0
"1640"," 3278000",0
"1641"," 3280000",0
"1642"," 3282000",0
"1643"," 3284000",0
"1644"," 3286000",0
"1645"," 3288000",0
"1646"," 3290000",0
"1647"," 3292000",0
"1648"," 3294000",0
"1649"," 3296000",0
"1650"," 3298000",0
"1651"," 3300000",0
"1652"," 3302000",0
"1653"," 3304000",0
"1654"," 3306000",0
"1655"," 3308000",0
"1656"," 3310000",0
"1657"," 3312000",0
"1658","[ 3314000, 3316000)",1
"1659"," 3316000",0
"1660"," 3318000",0
"1661"," 3320000",0
"1662"," 3322000",0
"1663"," 3324000",0
"1664"," 3326000",0
"1665"," 3328000",0
"1666"," 3330000",0
"1667"," 3332000",0
"1668"," 3334000",0
"1669"," 3336000",0
"1670"," 3338000",0
"1671"," 3340000",0
"1672"," 3342000",0
"1673"," 3344000",0
"1674"," 3346000",0
"1675"," 3348000",0
"1676"," 3350000",0
"1677"," 3352000",0
"1678"," 3354000",0
"1679"," 3356000",0
"1680"," 3358000",0
"1681"," 3360000",0
"1682"," 3362000",0
"1683"," 3364000",0
"1684"," 3366000",0
"1685"," 3368000",0
"1686"," 3370000",0
"1687"," 3372000",0
"1688"," 3374000",0
"1689"," 3376000",0
"1690"," 3378000",0
"1691"," 3380000",0
"1692"," 3382000",0
"1693"," 3384000",0
"1694"," 3386000",0
"1695"," 3388000",0
"1696"," 3390000",0
"1697"," 3392000",0
"1698"," 3394000",0
"1699"," 3396000",0
"1700"," 3398000",0
"1701"," 3400000",0
"1702"," 3402000",0
"1703"," 3404000",0
"1704"," 3406000",0
"1705"," 3408000",0
"1706"," 3410000",0
"1707"," 3412000",0
"1708"," 3414000",0
"1709"," 3416000",0
"1710"," 3418000",0
"1711"," 3420000",0
"1712","[ 3422000, 3424000)",1
"1713"," 3424000",0
"1714"," 3426000",0
"1715"," 3428000",0
"1716"," 3430000",0
"1717"," 3432000",0
"1718"," 3434000",0
"1719"," 3436000",0
"1720"," 3438000",0
"1721"," 3440000",0
"1722"," 3442000",0
"1723"," 3444000",0
"1724"," 3446000",0
"1725"," 3448000",0
"1726"," 3450000",0
"1727"," 3452000",0
"1728"," 3454000",0
"1729"," 3456000",0
"1730"," 3458000",0
"1731"," 3460000",0
"1732"," 3462000",0
"1733"," 3464000",0
"1734"," 3466000",0
"1735","[ 3468000, 3470000)",1
"1736"," 3470000",0
"1737"," 3472000",0
"1738"," 3474000",0
"1739"," 3476000",0
"1740"," 3478000",0
"1741"," 3480000",0
"1742"," 3482000",0
"1743"," 3484000",0
"1744"," 3486000",0
"1745"," 3488000",0
"1746"," 3490000",0
"1747"," 3492000",0
"1748"," 3494000",0
"1749"," 3496000",0
"1750"," 3498000",0
"1751"," 3500000",0
"1752"," 3502000",0
"1753"," 3504000",0
"1754"," 3506000",0
"1755"," 3508000",0
"1756"," 3510000",0
"1757"," 3512000",0
"1758"," 3514000",0
"1759"," 3516000",0
"1760"," 3518000",0
"1761"," 3520000",0
"1762"," 3522000",0
"1763"," 3524000",0
"1764"," 3526000",0
"1765"," 3528000",0
"1766"," 3530000",0
"1767"," 3532000",0
"1768"," 3534000",0
"1769"," 3536000",0
"1770"," 3538000",0
"1771"," 3540000",0
"1772"," 3542000",0
"1773"," 3544000",0
"1774"," 3546000",0
"1775"," 3548000",0
"1776"," 3550000",0
"1777"," 3552000",0
"1778"," 3554000",0
"1779"," 3556000",0
"1780"," 3558000",0
"1781"," 3560000",0
"1782"," 3562000",0
"1783"," 3564000",0
"1784"," 3566000",0
"1785"," 3568000",0
"1786"," 3570000",0
"1787"," 3572000",0
"1788"," 3574000",0
"1789"," 3576000",0
"1790"," 3578000",0
"1791"," 3580000",0
"1792"," 3582000",0
"1793"," 3584000",0
"1794"," 3586000",0
"1795"," 3588000",0
"1796"," 3590000",0
"1797"," 3592000",0
"1798"," 3594000",0
"1799"," 3596000",0
"1800"," 3598000",0
"1801"," 3600000",0
"1802"," 3602000",0
"1803"," 3604000",0
"1804"," 3606000",0
"1805"," 3608000",0
"1806"," 3610000",0
"1807"," 3612000",0
"1808"," 3614000",0
"1809"," 3616000",0
"1810"," 3618000",0
"1811"," 3620000",0
"1812"," 3622000",0
"1813"," 3624000",0
"1814"," 3626000",0
"1815"," 3628000",0
"1816"," 3630000",0
"1817"," 3632000",0
"1818"," 3634000",0
"1819"," 3636000",0
"1820"," 3638000",0
"1821"," 3640000",0
"1822"," 3642000",0
"1823"," 3644000",0
"1824"," 3646000",0
"1825"," 3648000",0
"1826"," 3650000",0
"1827"," 3652000",0
"1828"," 3654000",0
"1829"," 3656000",0
"1830"," 3658000",0
"1831"," 3660000",0
"1832"," 3662000",0
"1833"," 3664000",0
"1834"," 3666000",0
"1835"," 3668000",0
"1836"," 3670000",0
"1837"," 3672000",0
"1838"," 3674000",0
"1839"," 3676000",0
"1840"," 3678000",0
"1841"," 3680000",0
"1842","[ 3682000, 3684000)",1
"1843"," 3684000",0
"1844"," 3686000",0
"1845"," 3688000",0
"1846"," 3690000",0
"1847"," 3692000",0
"1848"," 3694000",0
"1849"," 3696000",0
"1850"," 3698000",0
"1851"," 3700000",0
"1852"," 3702000",0
"1853"," 3704000",0
"1854"," 3706000",0
"1855"," 3708000",0
"1856"," 3710000",0
"1857"," 3712000",0
"1858"," 3714000",0
"1859"," 3716000",0
"1860"," 3718000",0
"1861"," 3720000",0
"1862"," 3722000",0
"1863"," 3724000",0
"1864"," 3726000",0
"1865"," 3728000",0
"1866"," 3730000",0
"1867"," 3732000",0
"1868"," 3734000",0
"1869"," 3736000",0
"1870"," 3738000",0
"1871"," 3740000",0
"1872"," 3742000",0
"1873"," 3744000",0
"1874"," 3746000",0
"1875"," 3748000",0
"1876"," 3750000",0
"1877"," 3752000",0
"1878"," 3754000",0
"1879"," 3756000",0
"1880"," 3758000",0
"1881"," 3760000",0
"1882"," 3762000",0
"1883"," 3764000",0
"1884"," 3766000",0
"1885"," 3768000",0
"1886"," 3770000",0
"1887"," 3772000",0
"1888"," 3774000",0
"1889"," 3776000",0
"1890"," 3778000",0
"1891"," 3780000",0
"1892"," 3782000",0
"1893"," 3784000",0
"1894"," 3786000",0
"1895"," 3788000",0
"1896"," 3790000",0
"1897"," 3792000",0
"1898"," 3794000",0
"1899"," 3796000",0
"1900"," 3798000",0
"1901"," 3800000",0
"1902"," 3802000",0
"1903"," 3804000",0
"1904"," 3806000",0
"1905"," 3808000",0
"1906","[ 3810000, 3812000)",1
"1907"," 3812000",0
"1908"," 3814000",0
"1909"," 3816000",0
"1910"," 3818000",0
"1911"," 3820000",0
"1912"," 3822000",0
"1913"," 3824000",0
"1914"," 3826000",0
"1915"," 3828000",0
"1916"," 3830000",0
"1917"," 3832000",0
"1918"," 3834000",0
"1919"," 3836000",0
"1920"," 3838000",0
"1921"," 3840000",0
"1922"," 3842000",0
"1923"," 3844000",0
"1924"," 3846000",0
"1925"," 3848000",0
"1926"," 3850000",0
"1927"," 3852000",0
"1928"," 3854000",0
"1929"," 3856000",0
"1930"," 3858000",0
"1931"," 3860000",0
"1932"," 3862000",0
"1933"," 3864000",0
"1934"," 3866000",0
"1935"," 3868000",0
"1936"," 3870000",0
"1937"," 3872000",0
"1938"," 3874000",0
"1939"," 3876000",0
"1940"," 3878000",0
"1941"," 3880000",0
"1942"," 3882000",0
"1943"," 3884000",0
"1944"," 3886000",0
"1945"," 3888000",0
"1946"," 3890000",0
"1947"," 3892000",0
"1948"," 3894000",0
"1949"," 3896000",0
"1950"," 3898000",0
"1951"," 3900000",0
"1952"," 3902000",0
"1953"," 3904000",0
"1954"," 3906000",0
"1955"," 3908000",0
"1956"," 3910000",0
"1957"," 3912000",0
"1958"," 3914000",0
"1959"," 3916000",0
"1960"," 3918000",0
"1961"," 3920000",0
"1962"," 3922000",0
"1963"," 3924000",0
"1964"," 3926000",0
"1965"," 3928000",0
"1966"," 3930000",0
"1967"," 3932000",0
"1968"," 3934000",0
"1969"," 3936000",0
"1970"," 3938000",0
"1971"," 3940000",0
"1972"," 3942000",0
"1973"," 3944000",0
"1974"," 3946000",0
"1975"," 3948000",0
"1976"," 3950000",0
"1977"," 3952000",0
"1978"," 3954000",0
"1979"," 3956000",0
"1980"," 3958000",0
"1981"," 3960000",0
"1982"," 3962000",0
"1983"," 3964000",0
"1984"," 3966000",0
"1985"," 3968000",0
"1986"," 3970000",0
"1987"," 3972000",0
"1988"," 3974000",0
"1989"," 3976000",0
"1990"," 3978000",0
"1991"," 3980000",0
"1992"," 3982000",0
"1993"," 3984000",0
"1994"," 3986000",0
"1995"," 3988000",0
"1996"," 3990000",0
"1997"," 3992000",0
"1998"," 3994000",0
"1999"," 3996000",0
"2000"," 3998000",0
"2001"," 4000000",0
"2002"," 4002000",0
"2003"," 4004000",0
"2004"," 4006000",0
"2005"," 4008000",0
"2006"," 4010000",0
"2007"," 4012000",0
"2008"," 4014000",0
"2009"," 4016000",0
"2010"," 4018000",0
"2011"," 4020000",0
"2012"," 4022000",0
"2013"," 4024000",0
"2014"," 4026000",0
"2015"," 4028000",0
"2016"," 4030000",0
"2017"," 4032000",0
"2018"," 4034000",0
"2019"," 4036000",0
"2020"," 4038000",0
"2021"," 4040000",0
"2022"," 4042000",0
"2023"," 4044000",0
"2024"," 4046000",0
"2025"," 4048000",0
"2026"," 4050000",0
"2027"," 4052000",0
"2028"," 4054000",0
"2029"," 4056000",0
"2030"," 4058000",0
"2031"," 4060000",0
"2032"," 4062000",0
"2033"," 4064000",0
"2034"," 4066000",0
"2035"," 4068000",0
"2036"," 4070000",0
"2037"," 4072000",0
"2038"," 4074000",0
"2039"," 4076000",0
"2040"," 4078000",0
"2041"," 4080000",0
"2042"," 4082000",0
"2043"," 4084000",0
"2044"," 4086000",0
"2045"," 4088000",0
"2046"," 4090000",0
"2047"," 4092000",0
"2048"," 4094000",0
"2049"," 4096000",0
"2050"," 4098000",0
"2051"," 4100000",0
"2052"," 4102000",0
"2053"," 4104000",0
"2054"," 4106000",0
"2055"," 4108000",0
"2056"," 4110000",0
"2057"," 4112000",0
"2058"," 4114000",0
"2059"," 4116000",0
"2060","[ 4118000, 4120000)",2
"2061"," 4120000",0
"2062"," 4122000",0
"2063"," 4124000",0
"2064"," 4126000",0
"2065"," 4128000",0
"2066"," 4130000",0
"2067"," 4132000",0
"2068"," 4134000",0
"2069"," 4136000",0
"2070"," 4138000",0
"2071"," 4140000",0
"2072"," 4142000",0
"2073"," 4144000",0
"2074"," 4146000",0
"2075"," 4148000",0
"2076"," 4150000",0
"2077"," 4152000",0
"2078"," 4154000",0
"2079"," 4156000",0
"2080"," 4158000",0
"2081"," 4160000",0
"2082"," 4162000",0
"2083"," 4164000",0
"2084"," 4166000",0
"2085"," 4168000",0
"2086"," 4170000",0
"2087"," 4172000",0
"2088"," 4174000",0
"2089"," 4176000",0
"2090"," 4178000",0
"2091"," 4180000",0
"2092"," 4182000",0
"2093"," 4184000",0
"2094"," 4186000",0
"2095"," 4188000",0
"2096"," 4190000",0
"2097"," 4192000",0
"2098"," 4194000",0
"2099"," 4196000",0
"2100"," 4198000",0
"2101"," 4200000",0
"2102"," 4202000",0
"2103"," 4204000",0
"2104"," 4206000",0
"2105"," 4208000",0
"2106"," 4210000",0
"2107"," 4212000",0
"2108"," 4214000",0
"2109"," 4216000",0
"2110"," 4218000",0
"2111"," 4220000",0
"2112"," 4222000",0
"2113"," 4224000",0
"2114"," 4226000",0
"2115"," 4228000",0
"2116"," 4230000",0
"2117"," 4232000",0
"2118"," 4234000",0
"2119"," 4236000",0
"2120"," 4238000",0
"2121"," 4240000",0
"2122"," 4242000",0
"2123","[ 4244000, 4246000)",1
"2124"," 4246000",0
"2125"," 4248000",0
"2126"," 4250000",0
"2127"," 4252000",0
"2128"," 4254000",0
"2129"," 4256000",0
"2130"," 4258000",0
"2131"," 4260000",0
"2132"," 4262000",0
"2133"," 4264000",0
"2134"," 4266000",0
"2135","[ 4268000, 4270000)",1
"2136"," 4270000",0
"2137"," 4272000",0
"2138"," 4274000",0
"2139"," 4276000",0
