"","Var1","Freq"
"3302"," 6602000",0
"3303"," 6604000",0
"3304"," 6606000",0
"3305"," 6608000",0
"3306"," 6610000",0
"3307"," 6612000",0
"3308"," 6614000",0
"3309"," 6616000",0
"3310"," 6618000",0
"3311"," 6620000",0
"3312"," 6622000",0
"3313"," 6624000",0
"3314"," 6626000",0
"3315"," 6628000",0
"3316"," 6630000",0
"3317"," 6632000",0
"3318"," 6634000",0
"3319"," 6636000",0
"3320"," 6638000",0
"3321"," 6640000",0
"3322"," 6642000",0
"3323"," 6644000",0
"3324"," 6646000",0
"3325"," 6648000",0
"3326"," 6650000",0
"3327"," 6652000",0
"3328"," 6654000",0
"3329"," 6656000",0
"3330"," 6658000",0
"3331"," 6660000",0
"3332"," 6662000",0
"3333"," 6664000",0
"3334"," 6666000",0
"3335"," 6668000",0
"3336"," 6670000",0
"3337"," 6672000",0
"3338"," 6674000",0
"3339"," 6676000",0
"3340"," 6678000",0
"3341"," 6680000",0
"3342"," 6682000",0
"3343","[ 6684000, 6686000)",1
"3344"," 6686000",0
"3345"," 6688000",0
"3346"," 6690000",0
"3347"," 6692000",0
"3348"," 6694000",0
"3349"," 6696000",0
"3350"," 6698000",0
"3351"," 6700000",0
"3352"," 6702000",0
"3353"," 6704000",0
"3354"," 6706000",0
"3355"," 6708000",0
"3356"," 6710000",0
"3357"," 6712000",0
"3358"," 6714000",0
"3359"," 6716000",0
"3360"," 6718000",0
"3361"," 6720000",0
"3362"," 6722000",0
"3363"," 6724000",0
"3364"," 6726000",0
"3365"," 6728000",0
"3366"," 6730000",0
"3367"," 6732000",0
"3368"," 6734000",0
"3369"," 6736000",0
"3370"," 6738000",0
"3371"," 6740000",0
"3372"," 6742000",0
"3373"," 6744000",0
"3374"," 6746000",0
"3375"," 6748000",0
"3376"," 6750000",0
"3377"," 6752000",0
"3378"," 6754000",0
"3379"," 6756000",0
"3380"," 6758000",0
"3381"," 6760000",0
"3382"," 6762000",0
"3383"," 6764000",0
"3384"," 6766000",0
"3385"," 6768000",0
"3386"," 6770000",0
"3387"," 6772000",0
"3388"," 6774000",0
"3389"," 6776000",0
"3390"," 6778000",0
"3391"," 6780000",0
"3392"," 6782000",0
"3393"," 6784000",0
"3394"," 6786000",0
"3395"," 6788000",0
"3396"," 6790000",0
"3397"," 6792000",0
"3398"," 6794000",0
"3399"," 6796000",0
"3400"," 6798000",0
"3401"," 6800000",0
"3402"," 6802000",0
"3403"," 6804000",0
"3404"," 6806000",0
"3405"," 6808000",0
"3406"," 6810000",0
"3407"," 6812000",0
"3408"," 6814000",0
"3409"," 6816000",0
"3410"," 6818000",0
"3411"," 6820000",0
"3412"," 6822000",0
"3413"," 6824000",0
"3414"," 6826000",0
"3415"," 6828000",0
"3416"," 6830000",0
"3417"," 6832000",0
"3418"," 6834000",0
"3419"," 6836000",0
"3420"," 6838000",0
"3421"," 6840000",0
"3422"," 6842000",0
"3423"," 6844000",0
"3424"," 6846000",0
"3425"," 6848000",0
"3426"," 6850000",0
"3427"," 6852000",0
"3428"," 6854000",0
"3429"," 6856000",0
"3430"," 6858000",0
"3431"," 6860000",0
"3432"," 6862000",0
"3433"," 6864000",0
"3434"," 6866000",0
"3435"," 6868000",0
"3436"," 6870000",0
"3437"," 6872000",0
"3438"," 6874000",0
"3439"," 6876000",0
"3440"," 6878000",0
"3441"," 6880000",0
"3442"," 6882000",0
"3443"," 6884000",0
"3444"," 6886000",0
"3445"," 6888000",0
"3446"," 6890000",0
"3447"," 6892000",0
"3448"," 6894000",0
"3449"," 6896000",0
"3450"," 6898000",0
"3451"," 6900000",0
"3452"," 6902000",0
"3453"," 6904000",0
"3454"," 6906000",0
"3455"," 6908000",0
"3456"," 6910000",0
"3457"," 6912000",0
"3458"," 6914000",0
"3459"," 6916000",0
"3460"," 6918000",0
"3461"," 6920000",0
"3462"," 6922000",0
"3463"," 6924000",0
"3464"," 6926000",0
"3465"," 6928000",0
"3466"," 6930000",0
"3467"," 6932000",0
"3468"," 6934000",0
"3469"," 6936000",0
"3470"," 6938000",0
"3471"," 6940000",0
"3472"," 6942000",0
"3473"," 6944000",0
"3474"," 6946000",0
"3475"," 6948000",0
"3476"," 6950000",0
"3477"," 6952000",0
"3478"," 6954000",0
"3479"," 6956000",0
"3480"," 6958000",0
"3481"," 6960000",0
"3482"," 6962000",0
"3483"," 6964000",0
"3484"," 6966000",0
"3485"," 6968000",0
"3486"," 6970000",0
"3487"," 6972000",0
"3488"," 6974000",0
"3489"," 6976000",0
"3490"," 6978000",0
"3491"," 6980000",0
"3492"," 6982000",0
"3493"," 6984000",0
"3494"," 6986000",0
"3495"," 6988000",0
"3496"," 6990000",0
"3497"," 6992000",0
"3498"," 6994000",0
"3499"," 6996000",0
"3500"," 6998000",0
"3501"," 7000000",0
"3502"," 7002000",0
"3503"," 7004000",0
"3504"," 7006000",0
"3505"," 7008000",0
"3506"," 7010000",0
"3507"," 7012000",0
"3508"," 7014000",0
"3509"," 7016000",0
"3510"," 7018000",0
"3511"," 7020000",0
"3512"," 7022000",0
"3513"," 7024000",0
"3514"," 7026000",0
"3515"," 7028000",0
"3516"," 7030000",0
"3517"," 7032000",0
"3518"," 7034000",0
"3519"," 7036000",0
"3520"," 7038000",0
"3521"," 7040000",0
"3522"," 7042000",0
"3523"," 7044000",0
"3524"," 7046000",0
"3525"," 7048000",0
"3526"," 7050000",0
"3527"," 7052000",0
"3528"," 7054000",0
"3529"," 7056000",0
"3530"," 7058000",0
"3531"," 7060000",0
"3532"," 7062000",0
"3533"," 7064000",0
"3534"," 7066000",0
"3535"," 7068000",0
"3536"," 7070000",0
"3537"," 7072000",0
"3538"," 7074000",0
"3539"," 7076000",0
"3540"," 7078000",0
"3541"," 7080000",0
"3542"," 7082000",0
"3543"," 7084000",0
"3544"," 7086000",0
"3545"," 7088000",0
"3546"," 7090000",0
"3547"," 7092000",0
"3548"," 7094000",0
"3549"," 7096000",0
"3550"," 7098000",0
"3551"," 7100000",0
"3552"," 7102000",0
"3553"," 7104000",0
"3554"," 7106000",0
"3555"," 7108000",0
"3556"," 7110000",0
"3557"," 7112000",0
"3558"," 7114000",0
"3559"," 7116000",0
"3560"," 7118000",0
"3561"," 7120000",0
"3562"," 7122000",0
"3563"," 7124000",0
"3564"," 7126000",0
"3565"," 7128000",0
"3566"," 7130000",0
"3567"," 7132000",0
"3568"," 7134000",0
"3569"," 7136000",0
"3570"," 7138000",0
"3571"," 7140000",0
"3572"," 7142000",0
"3573"," 7144000",0
"3574"," 7146000",0
"3575"," 7148000",0
"3576"," 7150000",0
"3577"," 7152000",0
"3578"," 7154000",0
"3579"," 7156000",0
"3580"," 7158000",0
"3581"," 7160000",0
"3582"," 7162000",0
"3583"," 7164000",0
"3584"," 7166000",0
"3585"," 7168000",0
"3586"," 7170000",0
"3587"," 7172000",0
"3588"," 7174000",0
"3589"," 7176000",0
"3590"," 7178000",0
"3591"," 7180000",0
"3592"," 7182000",0
"3593"," 7184000",0
"3594"," 7186000",0
"3595"," 7188000",0
"3596"," 7190000",0
"3597"," 7192000",0
"3598"," 7194000",0
"3599"," 7196000",0
"3600"," 7198000",0
"3601"," 7200000",0
"3602"," 7202000",0
"3603"," 7204000",0
"3604"," 7206000",0
"3605"," 7208000",0
"3606"," 7210000",0
"3607"," 7212000",0
"3608"," 7214000",0
"3609"," 7216000",0
"3610"," 7218000",0
"3611"," 7220000",0
"3612"," 7222000",0
"3613"," 7224000",0
"3614"," 7226000",0
"3615"," 7228000",0
"3616"," 7230000",0
"3617"," 7232000",0
"3618"," 7234000",0
"3619"," 7236000",0
"3620"," 7238000",0
"3621"," 7240000",0
"3622"," 7242000",0
"3623"," 7244000",0
"3624"," 7246000",0
"3625"," 7248000",0
"3626"," 7250000",0
"3627"," 7252000",0
"3628"," 7254000",0
"3629"," 7256000",0
"3630"," 7258000",0
"3631"," 7260000",0
"3632"," 7262000",0
"3633"," 7264000",0
"3634"," 7266000",0
"3635"," 7268000",0
"3636"," 7270000",0
"3637"," 7272000",0
"3638"," 7274000",0
"3639"," 7276000",0
"3640"," 7278000",0
"3641"," 7280000",0
"3642"," 7282000",0
"3643"," 7284000",0
"3644"," 7286000",0
"3645"," 7288000",0
"3646"," 7290000",0
"3647"," 7292000",0
"3648"," 7294000",0
"3649"," 7296000",0
"3650"," 7298000",0
"3651"," 7300000",0
"3652"," 7302000",0
"3653"," 7304000",0
"3654"," 7306000",0
"3655"," 7308000",0
"3656"," 7310000",0
"3657"," 7312000",0
"3658"," 7314000",0
"3659"," 7316000",0
"3660"," 7318000",0
"3661"," 7320000",0
"3662"," 7322000",0
"3663"," 7324000",0
"3664"," 7326000",0
"3665"," 7328000",0
"3666"," 7330000",0
"3667"," 7332000",0
"3668"," 7334000",0
"3669"," 7336000",0
"3670"," 7338000",0
"3671"," 7340000",0
"3672"," 7342000",0
"3673"," 7344000",0
"3674"," 7346000",0
"3675"," 7348000",0
"3676"," 7350000",0
"3677"," 7352000",0
"3678"," 7354000",0
"3679"," 7356000",0
"3680"," 7358000",0
"3681"," 7360000",0
"3682"," 7362000",0
"3683"," 7364000",0
"3684"," 7366000",0
"3685"," 7368000",0
"3686"," 7370000",0
"3687"," 7372000",0
"3688"," 7374000",0
"3689"," 7376000",0
"3690"," 7378000",0
"3691"," 7380000",0
"3692"," 7382000",0
"3693"," 7384000",0
"3694"," 7386000",0
"3695"," 7388000",0
"3696"," 7390000",0
"3697"," 7392000",0
"3698"," 7394000",0
"3699"," 7396000",0
"3700"," 7398000",0
"3701"," 7400000",0
"3702"," 7402000",0
"3703"," 7404000",0
"3704"," 7406000",0
"3705"," 7408000",0
"3706"," 7410000",0
"3707"," 7412000",0
"3708"," 7414000",0
"3709"," 7416000",0
"3710"," 7418000",0
"3711"," 7420000",0
"3712"," 7422000",0
"3713"," 7424000",0
"3714"," 7426000",0
"3715"," 7428000",0
"3716"," 7430000",0
"3717"," 7432000",0
"3718"," 7434000",0
"3719"," 7436000",0
"3720"," 7438000",0
"3721"," 7440000",0
"3722"," 7442000",0
"3723"," 7444000",0
"3724"," 7446000",0
"3725"," 7448000",0
"3726"," 7450000",0
"3727"," 7452000",0
"3728"," 7454000",0
"3729"," 7456000",0
"3730"," 7458000",0
"3731"," 7460000",0
"3732"," 7462000",0
"3733"," 7464000",0
"3734"," 7466000",0
"3735"," 7468000",0
"3736"," 7470000",0
"3737"," 7472000",0
"3738"," 7474000",0
"3739"," 7476000",0
"3740"," 7478000",0
"3741"," 7480000",0
"3742"," 7482000",0
"3743"," 7484000",0
"3744"," 7486000",0
"3745"," 7488000",0
"3746"," 7490000",0
"3747"," 7492000",0
"3748"," 7494000",0
"3749"," 7496000",0
"3750"," 7498000",0
"3751"," 7500000",0
"3752"," 7502000",0
"3753"," 7504000",0
"3754"," 7506000",0
"3755"," 7508000",0
"3756"," 7510000",0
"3757"," 7512000",0
"3758"," 7514000",0
"3759"," 7516000",0
"3760"," 7518000",0
"3761"," 7520000",0
"3762"," 7522000",0
"3763"," 7524000",0
"3764"," 7526000",0
"3765"," 7528000",0
"3766"," 7530000",0
"3767"," 7532000",0
"3768"," 7534000",0
"3769"," 7536000",0
"3770"," 7538000",0
"3771"," 7540000",0
"3772"," 7542000",0
"3773"," 7544000",0
"3774"," 7546000",0
"3775"," 7548000",0
"3776"," 7550000",0
"3777"," 7552000",0
"3778"," 7554000",0
"3779"," 7556000",0
"3780"," 7558000",0
"3781"," 7560000",0
"3782"," 7562000",0
"3783"," 7564000",0
"3784"," 7566000",0
"3785"," 7568000",0
"3786"," 7570000",0
"3787"," 7572000",0
"3788"," 7574000",0
"3789"," 7576000",0
"3790"," 7578000",0
"3791"," 7580000",0
"3792"," 7582000",0
"3793"," 7584000",0
"3794"," 7586000",0
"3795"," 7588000",0
"3796"," 7590000",0
"3797"," 7592000",0
"3798"," 7594000",0
"3799"," 7596000",0
"3800"," 7598000",0
"3801"," 7600000",0
"3802"," 7602000",0
"3803"," 7604000",0
"3804"," 7606000",0
"3805"," 7608000",0
"3806"," 7610000",0
"3807"," 7612000",0
"3808"," 7614000",0
"3809"," 7616000",0
"3810"," 7618000",0
"3811"," 7620000",0
"3812"," 7622000",0
"3813"," 7624000",0
"3814"," 7626000",0
"3815"," 7628000",0
"3816"," 7630000",0
"3817"," 7632000",0
"3818"," 7634000",0
"3819"," 7636000",0
"3820"," 7638000",0
"3821"," 7640000",0
"3822"," 7642000",0
"3823"," 7644000",0
"3824"," 7646000",0
"3825"," 7648000",0
"3826"," 7650000",0
"3827"," 7652000",0
"3828"," 7654000",0
"3829"," 7656000",0
"3830"," 7658000",0
"3831"," 7660000",0
"3832"," 7662000",0
"3833"," 7664000",0
"3834"," 7666000",0
"3835"," 7668000",0
"3836"," 7670000",0
"3837"," 7672000",0
"3838"," 7674000",0
"3839"," 7676000",0
"3840"," 7678000",0
"3841"," 7680000",0
"3842"," 7682000",0
"3843"," 7684000",0
"3844"," 7686000",0
"3845"," 7688000",0
"3846"," 7690000",0
"3847"," 7692000",0
"3848"," 7694000",0
"3849"," 7696000",0
"3850"," 7698000",0
"3851"," 7700000",0
"3852"," 7702000",0
"3853"," 7704000",0
"3854"," 7706000",0
"3855"," 7708000",0
"3856"," 7710000",0
"3857"," 7712000",0
"3858"," 7714000",0
"3859"," 7716000",0
"3860"," 7718000",0
"3861"," 7720000",0
"3862"," 7722000",0
"3863"," 7724000",0
"3864"," 7726000",0
"3865"," 7728000",0
"3866"," 7730000",0
"3867"," 7732000",0
"3868"," 7734000",0
"3869"," 7736000",0
"3870"," 7738000",0
"3871"," 7740000",0
"3872"," 7742000",0
"3873"," 7744000",0
"3874"," 7746000",0
"3875"," 7748000",0
"3876"," 7750000",0
"3877"," 7752000",0
"3878"," 7754000",0
"3879"," 7756000",0
"3880"," 7758000",0
"3881"," 7760000",0
"3882"," 7762000",0
"3883"," 7764000",0
"3884"," 7766000",0
"3885"," 7768000",0
"3886"," 7770000",0
"3887"," 7772000",0
"3888"," 7774000",0
"3889"," 7776000",0
"3890"," 7778000",0
"3891"," 7780000",0
"3892"," 7782000",0
"3893"," 7784000",0
"3894"," 7786000",0
"3895"," 7788000",0
"3896"," 7790000",0
"3897"," 7792000",0
"3898"," 7794000",0
"3899"," 7796000",0
"3900"," 7798000",0
"3901"," 7800000",0
"3902"," 7802000",0
"3903"," 7804000",0
"3904"," 7806000",0
"3905"," 7808000",0
"3906"," 7810000",0
"3907"," 7812000",0
"3908"," 7814000",0
"3909"," 7816000",0
"3910"," 7818000",0
"3911"," 7820000",0
"3912"," 7822000",0
"3913"," 7824000",0
"3914"," 7826000",0
"3915"," 7828000",0
"3916"," 7830000",0
"3917"," 7832000",0
"3918"," 7834000",0
"3919"," 7836000",0
"3920"," 7838000",0
"3921"," 7840000",0
"3922"," 7842000",0
"3923"," 7844000",0
"3924"," 7846000",0
"3925"," 7848000",0
"3926"," 7850000",0
"3927"," 7852000",0
"3928"," 7854000",0
"3929"," 7856000",0
"3930"," 7858000",0
"3931"," 7860000",0
"3932"," 7862000",0
"3933"," 7864000",0
"3934"," 7866000",0
"3935"," 7868000",0
"3936"," 7870000",0
"3937"," 7872000",0
"3938"," 7874000",0
"3939"," 7876000",0
"3940"," 7878000",0
"3941"," 7880000",0
"3942"," 7882000",0
"3943"," 7884000",0
"3944"," 7886000",0
"3945"," 7888000",0
"3946"," 7890000",0
"3947"," 7892000",0
"3948"," 7894000",0
"3949"," 7896000",0
"3950"," 7898000",0
"3951"," 7900000",0
"3952"," 7902000",0
"3953"," 7904000",0
"3954"," 7906000",0
"3955"," 7908000",0
"3956"," 7910000",0
"3957"," 7912000",0
"3958"," 7914000",0
"3959"," 7916000",0
"3960"," 7918000",0
"3961"," 7920000",0
"3962"," 7922000",0
"3963"," 7924000",0
"3964"," 7926000",0
"3965"," 7928000",0
"3966"," 7930000",0
"3967"," 7932000",0
"3968"," 7934000",0
"3969"," 7936000",0
"3970"," 7938000",0
"3971"," 7940000",0
"3972"," 7942000",0
"3973"," 7944000",0
"3974"," 7946000",0
"3975"," 7948000",0
"3976"," 7950000",0
"3977"," 7952000",0
"3978"," 7954000",0
"3979"," 7956000",0
"3980"," 7958000",0
"3981"," 7960000",0
"3982"," 7962000",0
"3983"," 7964000",0
"3984"," 7966000",0
"3985"," 7968000",0
"3986"," 7970000",0
"3987"," 7972000",0
"3988"," 7974000",0
"3989"," 7976000",0
"3990"," 7978000",0
"3991"," 7980000",0
"3992"," 7982000",0
"3993"," 7984000",0
"3994"," 7986000",0
"3995"," 7988000",0
"3996"," 7990000",0
"3997"," 7992000",0
"3998"," 7994000",0
"3999"," 7996000",0
"4000"," 7998000",0
"4001"," 8000000",0
"4002"," 8002000",0
"4003"," 8004000",0
"4004"," 8006000",0
"4005"," 8008000",0
"4006"," 8010000",0
"4007"," 8012000",0
"4008"," 8014000",0
"4009"," 8016000",0
"4010"," 8018000",0
"4011"," 8020000",0
"4012"," 8022000",0
"4013"," 8024000",0
"4014"," 8026000",0
"4015"," 8028000",0
"4016"," 8030000",0
"4017"," 8032000",0
"4018"," 8034000",0
"4019"," 8036000",0
"4020"," 8038000",0
"4021"," 8040000",0
"4022"," 8042000",0
"4023"," 8044000",0
"4024"," 8046000",0
"4025"," 8048000",0
"4026"," 8050000",0
"4027"," 8052000",0
"4028"," 8054000",0
"4029"," 8056000",0
"4030"," 8058000",0
"4031"," 8060000",0
"4032"," 8062000",0
"4033"," 8064000",0
"4034"," 8066000",0
"4035"," 8068000",0
"4036"," 8070000",0
"4037"," 8072000",0
"4038"," 8074000",0
"4039"," 8076000",0
"4040"," 8078000",0
"4041"," 8080000",0
"4042"," 8082000",0
"4043"," 8084000",0
"4044"," 8086000",0
"4045"," 8088000",0
"4046"," 8090000",0
"4047"," 8092000",0
"4048"," 8094000",0
"4049"," 8096000",0
"4050"," 8098000",0
"4051"," 8100000",0
"4052"," 8102000",0
"4053"," 8104000",0
"4054"," 8106000",0
"4055"," 8108000",0
"4056"," 8110000",0
"4057"," 8112000",0
"4058"," 8114000",0
"4059"," 8116000",0
"4060"," 8118000",0
"4061"," 8120000",0
"4062"," 8122000",0
"4063"," 8124000",0
"4064"," 8126000",0
"4065"," 8128000",0
"4066"," 8130000",0
"4067"," 8132000",0
"4068"," 8134000",0
"4069"," 8136000",0
"4070"," 8138000",0
"4071"," 8140000",0
"4072"," 8142000",0
"4073"," 8144000",0
"4074"," 8146000",0
"4075"," 8148000",0
"4076"," 8150000",0
"4077"," 8152000",0
"4078"," 8154000",0
"4079"," 8156000",0
"4080"," 8158000",0
"4081"," 8160000",0
"4082"," 8162000",0
"4083"," 8164000",0
"4084"," 8166000",0
"4085"," 8168000",0
"4086"," 8170000",0
"4087"," 8172000",0
"4088"," 8174000",0
"4089"," 8176000",0
"4090"," 8178000",0
"4091"," 8180000",0
"4092"," 8182000",0
"4093"," 8184000",0
"4094"," 8186000",0
"4095"," 8188000",0
"4096"," 8190000",0
"4097"," 8192000",0
"4098"," 8194000",0
"4099"," 8196000",0
"4100"," 8198000",0
"4101"," 8200000",0
"4102"," 8202000",0
"4103"," 8204000",0
"4104"," 8206000",0
"4105","[ 8208000, 8210000)",1
"4106"," 8210000",0
"4107"," 8212000",0
"4108"," 8214000",0
"4109"," 8216000",0
"4110"," 8218000",0
"4111"," 8220000",0
"4112"," 8222000",0
"4113"," 8224000",0
"4114"," 8226000",0
"4115"," 8228000",0
"4116"," 8230000",0
"4117"," 8232000",0
"4118"," 8234000",0
"4119"," 8236000",0
"4120"," 8238000",0
"4121"," 8240000",0
"4122"," 8242000",0
"4123"," 8244000",0
"4124"," 8246000",0
"4125"," 8248000",0
"4126"," 8250000",0
"4127"," 8252000",0
"4128"," 8254000",0
"4129"," 8256000",0
"4130"," 8258000",0
"4131"," 8260000",0
"4132"," 8262000",0
"4133"," 8264000",0
"4134"," 8266000",0
"4135"," 8268000",0
"4136"," 8270000",0
"4137"," 8272000",0
"4138"," 8274000",0
"4139"," 8276000",0
"4140"," 8278000",0
"4141"," 8280000",0
"4142"," 8282000",0
"4143"," 8284000",0
"4144"," 8286000",0
"4145"," 8288000",0
"4146"," 8290000",0
"4147"," 8292000",0
"4148"," 8294000",0
"4149"," 8296000",0
"4150"," 8298000",0
"4151"," 8300000",0
"4152"," 8302000",0
"4153"," 8304000",0
"4154"," 8306000",0
"4155"," 8308000",0
"4156"," 8310000",0
"4157"," 8312000",0
"4158"," 8314000",0
"4159"," 8316000",0
"4160"," 8318000",0
"4161"," 8320000",0
"4162"," 8322000",0
"4163"," 8324000",0
"4164"," 8326000",0
"4165"," 8328000",0
"4166"," 8330000",0
"4167"," 8332000",0
"4168"," 8334000",0
"4169"," 8336000",0
"4170"," 8338000",0
"4171"," 8340000",0
"4172"," 8342000",0
"4173"," 8344000",0
"4174"," 8346000",0
"4175"," 8348000",0
"4176"," 8350000",0
"4177"," 8352000",0
"4178"," 8354000",0
"4179"," 8356000",0
"4180"," 8358000",0
"4181"," 8360000",0
"4182"," 8362000",0
"4183"," 8364000",0
"4184"," 8366000",0
"4185"," 8368000",0
"4186"," 8370000",0
"4187"," 8372000",0
"4188"," 8374000",0
"4189"," 8376000",0
"4190"," 8378000",0
"4191"," 8380000",0
"4192"," 8382000",0
"4193"," 8384000",0
"4194"," 8386000",0
"4195"," 8388000",0
"4196"," 8390000",0
"4197"," 8392000",0
"4198"," 8394000",0
"4199"," 8396000",0
"4200"," 8398000",0
"4201"," 8400000",0
"4202"," 8402000",0
"4203"," 8404000",0
"4204"," 8406000",0
"4205"," 8408000",0
"4206"," 8410000",0
"4207"," 8412000",0
"4208"," 8414000",0
"4209"," 8416000",0
"4210"," 8418000",0
"4211"," 8420000",0
"4212"," 8422000",0
"4213"," 8424000",0
"4214"," 8426000",0
"4215"," 8428000",0
"4216"," 8430000",0
"4217"," 8432000",0
"4218"," 8434000",0
"4219"," 8436000",0
"4220"," 8438000",0
"4221"," 8440000",0
"4222"," 8442000",0
"4223"," 8444000",0
"4224"," 8446000",0
"4225","[ 8448000, 8450000)",1
"4226"," 8450000",0
"4227"," 8452000",0
"4228"," 8454000",0
"4229"," 8456000",0
"4230"," 8458000",0
"4231"," 8460000",0
"4232"," 8462000",0
"4233"," 8464000",0
"4234"," 8466000",0
"4235"," 8468000",0
"4236"," 8470000",0
"4237"," 8472000",0
"4238"," 8474000",0
"4239"," 8476000",0
"4240"," 8478000",0
"4241"," 8480000",0
"4242"," 8482000",0
"4243"," 8484000",0
"4244"," 8486000",0
"4245"," 8488000",0
"4246"," 8490000",0
"4247"," 8492000",0
"4248"," 8494000",0
"4249"," 8496000",0
"4250"," 8498000",0
"4251"," 8500000",0
"4252"," 8502000",0
"4253"," 8504000",0
"4254"," 8506000",0
"4255"," 8508000",0
"4256"," 8510000",0
"4257"," 8512000",0
"4258"," 8514000",0
"4259"," 8516000",0
"4260"," 8518000",0
"4261"," 8520000",0
"4262"," 8522000",0
"4263"," 8524000",0
"4264"," 8526000",0
"4265"," 8528000",0
"4266"," 8530000",0
"4267"," 8532000",0
"4268"," 8534000",0
"4269"," 8536000",0
"4270"," 8538000",0
"4271"," 8540000",0
"4272"," 8542000",0
"4273"," 8544000",0
"4274"," 8546000",0
"4275"," 8548000",0
"4276"," 8550000",0
"4277"," 8552000",0
"4278"," 8554000",0
"4279"," 8556000",0
"4280"," 8558000",0
"4281"," 8560000",0
"4282"," 8562000",0
"4283"," 8564000",0
"4284"," 8566000",0
"4285"," 8568000",0
"4286"," 8570000",0
"4287"," 8572000",0
"4288"," 8574000",0
"4289"," 8576000",0
"4290"," 8578000",0
"4291"," 8580000",0
"4292"," 8582000",0
"4293"," 8584000",0
"4294"," 8586000",0
"4295"," 8588000",0
"4296"," 8590000",0
"4297"," 8592000",0
"4298"," 8594000",0
"4299"," 8596000",0
"4300"," 8598000",0
"4301"," 8600000",0
"4302"," 8602000",0
"4303"," 8604000",0
"4304"," 8606000",0
"4305"," 8608000",0
"4306"," 8610000",0
"4307"," 8612000",0
"4308"," 8614000",0
"4309"," 8616000",0
"4310"," 8618000",0
"4311"," 8620000",0
"4312"," 8622000",0
"4313"," 8624000",0
"4314"," 8626000",0
"4315"," 8628000",0
"4316"," 8630000",0
"4317"," 8632000",0
"4318"," 8634000",0
"4319"," 8636000",0
"4320"," 8638000",0
"4321"," 8640000",0
"4322"," 8642000",0
"4323"," 8644000",0
"4324"," 8646000",0
"4325"," 8648000",0
"4326"," 8650000",0
"4327"," 8652000",0
"4328"," 8654000",0
"4329"," 8656000",0
"4330"," 8658000",0
"4331"," 8660000",0
"4332"," 8662000",0
"4333"," 8664000",0
"4334"," 8666000",0
"4335"," 8668000",0
"4336"," 8670000",0
"4337"," 8672000",0
"4338"," 8674000",0
"4339"," 8676000",0
"4340"," 8678000",0
"4341"," 8680000",0
"4342"," 8682000",0
"4343"," 8684000",0
"4344"," 8686000",0
"4345"," 8688000",0
"4346"," 8690000",0
"4347"," 8692000",0
"4348"," 8694000",0
"4349"," 8696000",0
"4350"," 8698000",0
"4351"," 8700000",0
"4352"," 8702000",0
"4353"," 8704000",0
"4354"," 8706000",0
"4355"," 8708000",0
"4356"," 8710000",0
"4357"," 8712000",0
"4358"," 8714000",0
"4359"," 8716000",0
"4360"," 8718000",0
"4361"," 8720000",0
"4362"," 8722000",0
"4363"," 8724000",0
"4364"," 8726000",0
"4365"," 8728000",0
"4366"," 8730000",0
"4367"," 8732000",0
"4368"," 8734000",0
"4369"," 8736000",0
"4370"," 8738000",0
"4371"," 8740000",0
"4372"," 8742000",0
"4373"," 8744000",0
"4374"," 8746000",0
"4375"," 8748000",0
"4376"," 8750000",0
"4377"," 8752000",0
"4378"," 8754000",0
"4379"," 8756000",0
"4380"," 8758000",0
"4381"," 8760000",0
"4382"," 8762000",0
"4383"," 8764000",0
"4384"," 8766000",0
"4385"," 8768000",0
"4386"," 8770000",0
"4387"," 8772000",0
"4388"," 8774000",0
"4389"," 8776000",0
"4390"," 8778000",0
"4391"," 8780000",0
"4392"," 8782000",0
"4393"," 8784000",0
"4394"," 8786000",0
"4395"," 8788000",0
"4396"," 8790000",0
"4397"," 8792000",0
"4398"," 8794000",0
"4399"," 8796000",0
"4400"," 8798000",0
"4401"," 8800000",0
"4402"," 8802000",0
"4403"," 8804000",0
"4404"," 8806000",0
"4405"," 8808000",0
"4406"," 8810000",0
"4407"," 8812000",0
"4408"," 8814000",0
"4409"," 8816000",0
"4410"," 8818000",0
"4411"," 8820000",0
"4412"," 8822000",0
"4413"," 8824000",0
"4414"," 8826000",0
"4415"," 8828000",0
"4416"," 8830000",0
"4417"," 8832000",0
"4418"," 8834000",0
"4419"," 8836000",0
"4420"," 8838000",0
"4421"," 8840000",0
"4422"," 8842000",0
"4423"," 8844000",0
"4424"," 8846000",0
"4425"," 8848000",0
"4426"," 8850000",0
"4427"," 8852000",0
"4428"," 8854000",0
"4429"," 8856000",0
"4430"," 8858000",0
"4431"," 8860000",0
"4432"," 8862000",0
"4433"," 8864000",0
"4434"," 8866000",0
"4435"," 8868000",0
"4436"," 8870000",0
"4437"," 8872000",0
"4438"," 8874000",0
"4439"," 8876000",0
"4440"," 8878000",0
"4441"," 8880000",0
"4442"," 8882000",0
"4443"," 8884000",0
"4444"," 8886000",0
"4445"," 8888000",0
"4446"," 8890000",0
"4447"," 8892000",0
"4448"," 8894000",0
"4449"," 8896000",0
"4450"," 8898000",0
"4451"," 8900000",0
"4452"," 8902000",0
"4453"," 8904000",0
"4454"," 8906000",0
"4455"," 8908000",0
"4456"," 8910000",0
"4457"," 8912000",0
"4458"," 8914000",0
"4459"," 8916000",0
"4460"," 8918000",0
"4461"," 8920000",0
"4462"," 8922000",0
"4463"," 8924000",0
"4464"," 8926000",0
"4465"," 8928000",0
